PDB_IDs	Ligand_Codes	Predictions	Labels
4ypw	4FD	4.5558	5.5000
4ypx	4FG	3.5784	4.6000
4ypy	4F9	3.5317	3.8000
4ypz	4FL	3.4049	3.5000
4yq0	4FM	4.8008	4.4000
4yq1	4FN	6.8462	8.3000
4yq2	EFY	6.7516	8.3000
4yq3	4G1	6.3461	6.8000
4yq4	4G3	4.4886	5.7000
4yq5	4G0	4.6658	5.4000
4yq6	4FX	5.5513	6.1000
4yq7	4G4	5.3253	5.2000
4yq8	4FV	5.3326	5.1000
4yq9	4GO	6.3382	6.7000
4yqa	4GN	5.1446	6.3000
4yqb	4GM	4.6868	5.9000
4yqc	EFW	6.0954	6.7000
4yqd	4GZ	7.4430	5.1000
4yqg	4GY	4.5970	5.7000
4yqi	4GX	4.8263	4.8000
4yqj	4GT	5.6151	6.2000
4yqk	4GS	4.7553	4.7000
4yql	4H4	6.2415	4.8000
4yqn	4H3	5.7499	5.8000
4yqo	4H1	4.9509	6.3000
4yqp	4H6	6.2592	5.7000
4yqq	4H7	5.9385	6.1000
4yqr	4HQ	3.9184	4.0000
4yqs	4H9	3.9893	5.6000
4yqt	4H8	4.9411	6.1000
4yjo	4DF	7.7710	7.9000
4yjp	4DL	7.7741	8.4600
4yjq	4DK	7.4077	7.9500
4yjr	4DJ	7.1044	7.6900
4yjs	4DN	7.7003	9.3900
4yjt	4DQ	7.8297	8.7900
4yju	4DO	8.1122	7.9400
4yjv	4DT	7.7994	8.5500
4ykr	4EP	6.4375	7.5300
4ykq	4EO	6.1704	7.6100
4ykt	4EQ	6.5677	8.2800
4ykw	4ES	7.3718	7.0200
4ykx	4ET	4.4701	5.5600
4ykz	4EV	4.0856	5.0600
4yky	4EU	3.6248	4.3000
4yku	4ER	5.0226	5.1200
