PDB_IDs	Ligand_Codes	Predictions	Labels
2are	MAN	3.145	3.28
2oag	DLI	8.015	8.47
2jbj	G88	8.961	9.70
2pwd	NOJ	4.669	4.40
2pwg	CTS	4.575	4.82
2oym	MNI	5.735	5.00
2hzy	DHJ	3.568	7.39
2ihj	CSF	4.073	4.59
2ojg	19A	6.368	5.64
2hzl	PYR	5.193	6.57
2ovv	PFH	7.268	7.92
2nta	521	4.322	4.80
2qu6	857	7.842	8.52
2pog	WST	6.945	9.54
2o4j	VD4	9.195	10.10
3b92	440	6.763	8.00
2p98	YE7	6.452	6.19
2z4b	DC8	8.701	9.36
2jj3	JJ3	8.115	9.55
2h15	B19	8.035	5.67
2pov	I7B	8.376	7.12
2pow	I7C	7.748	7.20
2nmx	M25	4.630	5.57
1vso	AT1	7.106	4.72
2p95	ME5	8.146	9.37
2p16	GG2	8.447	10.10
2flr	7NH	4.910	6.10
2pgz	COC	5.032	5.74
2bys	LOB	7.378	9.52
2gkl	PD2	3.717	5.35
2nsl	C2R	3.523	4.68
2nsj	C2R	3.523	4.79
2c92	TP6	5.823	5.68
2c94	TSF	6.005	6.82
2nnq	T4B	6.471	8.70
2psv	MUV	8.663	7.24
2cem	2AH	8.773	7.92
2cen	4AH	9.000	8.30
2q54	MU1	8.244	9.01
2b3f	GAL	3.669	6.03
2bbf	344	5.218	5.10
2e2r	2OH	5.792	8.26
2gz2	A2P	3.728	5.22
2hr6	DUD	4.416	4.92
2idz	ZID	5.703	9.40
2ihk	CSF	4.073	4.16
2jff	LK2	3.376	3.62
2oiq	STI	5.425	4.94
2otz	1MR	3.460	3.63
2ou0	MR3	3.483	3.23
2pjo	NMU	2.821	0.05
2pzv	IPH	4.535	3.87
2q88	4CS	3.439	5.80
2q89	6CS	4.135	6.30
2qeh	SRO	4.446	8.62
2qvu	FDP	2.841	6.44
2r3d	ACM	2.826	-0.15
2r5p	MK1	9.598	8.48
2rde	C2E	7.666	7.01
2v8q	AMP	5.210	4.61
3b50	SLB	7.107	7.55
3bgq	VX2	7.378	7.96
3bgz	VX3	6.368	6.26
2v8y	MGV	5.497	5.71
2jgb	MGT	5.451	5.61
1gja	135	4.933	5.42
1swk	BTN	9.757	12.00
1toi	HCI	4.010	4.05
1iup	ALQ	3.986	2.54
1tog	HCI	4.010	3.22
1uto	PEA	2.540	2.27
1ukb	BEZ	3.823	3.19
2cjp	VPR	3.634	3.10
1vot	HUP	6.356	6.60
2fx6	270	2.718	3.70
2c1q	BTN	11.035	13.00
2e2p	ADP	3.296	4.74
2epn	NGT	6.319	7.22
2i2c	DTA	3.310	4.70
2j4k	U5P	3.961	4.85
2jdu	MFU	5.924	6.72
2jdy	MMA	5.386	4.37
2jke	NOJ	4.756	4.23
2p3t	993	9.472	11.30
2p4y	C03	7.885	9.00
2p7g	2OH	5.792	6.53
2pqc	RC1	7.009	5.74
2q6m	P34	4.764	6.29
2q8z	NUP	5.099	5.68
2qbq	4B3	6.098	7.44
2qbr	910	6.016	6.33
2qdt	I38	3.646	5.19
2qhy	MZ1	8.700	7.48
2qhz	MZ2	9.693	7.28
2qi1	MZ4	9.051	7.30
2qi3	MZ5	9.355	10.20
2qi4	MZ6	9.813	10.44
2qi5	MZ7	9.410	10.85
2qi6	MZ8	9.233	10.57
2qmg	SC6	8.212	9.15
2qnq	QN3	7.132	6.11
2qrl	OGA	3.992	4.00
2qry	TPS	5.561	8.64
2r6w	LLB	7.768	9.36
2r75	01G	6.051	6.15
2reg	CHT	4.927	5.57
2rkd	3PP	3.116	2.72
2uwl	895	7.318	8.40
2uwp	894	8.318	6.81
2uy4	AZM	6.054	4.68
2v2c	PGA	3.789	3.41
2v77	PAY	7.559	5.06
2v7t	SAH	4.215	7.48
2v7u	SAM	4.131	5.90
2v7v	5FD	3.825	6.66
2vhw	NAI	3.881	5.09
2vkm	BSD	7.328	8.74
2vmd	MBG	2.920	3.02
2vpn	4CS	4.380	6.72
2vuk	P83	3.277	3.82
2vw5	BC6	6.597	8.52
2w26	RIV	8.109	9.40
2zmm	35B	5.303	7.60
2zn7	410	5.261	7.89
3b3c	PLU	5.651	3.98
3b7r	BIR	8.108	7.70
3bex	PAU	2.414	5.57
3bl0	BL0	5.988	6.92
3brn	SRO	4.629	8.70
3bu1	HSM	5.200	8.15
3bxe	13P	5.105	5.48
3c2f	PRP	4.266	2.00
3c2o	NTM	3.758	3.35
3c2r	PHT	3.154	3.11
3c7i	TVN	5.908	5.64
3ccw	4HI	7.373	7.87
3ccz	5HI	7.277	7.29
3cd7	882	7.405	7.84
3czv	AZM	7.724	7.80
3d2r	ADP	5.424	5.48
3d51	GOX	4.029	4.15
3d83	GK6	7.428	8.36
3ddg	GB7	4.986	6.00
3dp4	AMQ	5.943	7.37
3e92	G6A	7.926	8.00
3eko	PYU	4.336	6.70
3ekr	PY9	6.662	5.55
3ene	NPZ	7.053	6.24
3eqr	T74	7.896	8.70
3f8c	HT1	5.238	7.68
3fat	AMQ	5.969	7.64
