PDB_IDs	Ligand_Codes	Predictions	Labels
2are	MAN	4.3363	3.2800
2oag	DLI	8.7797	8.4700
2jbj	G88	8.0777	9.7000
2pwd	NOJ	5.7197	4.4000
2pwg	CTS	5.1186	4.8200
2oym	MNI	5.6919	5.0000
2hzy	DHJ	5.0404	7.3900
2ihj	CSF	5.2658	4.5900
2ojg	19A	6.4596	5.6400
2hzl	PYR	4.3945	6.5700
2ovv	PFH	8.0236	7.9200
2nta	521	4.6436	4.8000
2qu6	857	8.0825	8.5200
2pog	WST	7.0932	9.5400
2o4j	VD4	8.9215	10.1000
3b92	440	7.2729	8.0000
2p98	YE7	5.2572	6.1900
2z4b	DC8	8.7961	9.3600
2jj3	JJ3	8.9805	9.5500
2h15	B19	8.6083	5.6700
2pov	I7B	7.6768	7.1200
2pow	I7C	7.7517	7.2000
2nmx	M25	4.9288	5.5700
1vso	AT1	7.3567	4.7200
2p95	ME5	7.8726	9.3700
2p16	GG2	7.9200	10.1000
2flr	7NH	5.8169	6.1000
2pgz	COC	7.0189	5.7400
2bys	LOB	7.4928	9.5200
2gkl	PD2	5.4285	5.3500
2nsl	C2R	4.2014	4.6800
2nsj	C2R	4.2014	4.7900
2c92	TP6	5.9884	5.6800
2c94	TSF	5.7458	6.8200
2nnq	T4B	7.0845	8.7000
2psv	MUV	8.7179	7.2400
2cem	2AH	9.4267	7.9200
2cen	4AH	9.3573	8.3000
2q54	MU1	9.3155	9.0100
2b3f	GAL	5.3071	6.0300
2bbf	344	4.8666	5.1000
2e2r	2OH	5.2891	8.2600
2gz2	A2P	4.2005	5.2200
2hr6	DUD	4.5080	4.9200
2idz	ZID	4.9189	9.4000
2ihk	CSF	5.2658	4.1600
2jff	LK2	3.8548	3.6200
2oiq	STI	6.9368	4.9400
2otz	1MR	3.0382	3.6300
2ou0	MR3	2.8170	3.2300
2pjo	NMU	4.1478	0.0500
2pzv	IPH	4.0921	3.8700
2q88	4CS	4.6659	5.8000
2q89	6CS	4.9592	6.3000
2qeh	SRO	6.0982	8.6200
2qvu	FDP	5.5548	6.4400
2r3d	ACM	4.1944	-0.1500
2r5p	MK1	8.9960	8.4800
2rde	C2E	6.9154	7.0100
2v8q	AMP	5.5680	4.6100
3b50	SLB	6.3988	7.5500
3bgq	VX2	6.8639	7.9600
3bgz	VX3	5.7321	6.2600
2v8y	MGV	5.4467	5.7100
2jgb	MGT	6.2797	5.6100
1gja	135	5.7197	5.4200
1swk	BTN	10.5913	12.0000
1toi	HCI	3.4937	4.0500
1iup	ALQ	4.1950	2.5400
1tog	HCI	3.4937	3.2200
1uto	PEA	3.4315	2.2700
1ukb	BEZ	4.2333	3.1900
2cjp	VPR	4.1713	3.1000
1vot	HUP	5.5587	6.6000
2fx6	270	3.5853	3.7000
2c1q	BTN	10.7562	13.0000
2e2p	ADP	3.7135	4.7400
2epn	NGT	6.6346	7.2200
2i2c	DTA	4.2770	4.7000
2j4k	U5P	5.4467	4.8500
2jdu	MFU	5.3202	6.7200
2jdy	MMA	4.0984	4.3700
2jke	NOJ	5.6608	4.2300
2p3t	993	9.0360	11.3000
2p4y	C03	7.0627	9.0000
2p7g	2OH	5.2891	6.5300
2pqc	RC1	6.9833	5.7400
2q6m	P34	4.3732	6.2900
2q8z	NUP	3.9665	5.6800
2qbq	4B3	6.2144	7.4400
2qbr	910	5.1864	6.3300
2qdt	I38	4.9182	5.1900
2qhy	MZ1	9.8813	7.4800
2qhz	MZ2	10.3320	7.2800
2qi1	MZ4	10.9539	7.3000
2qi3	MZ5	11.1862	10.2000
2qi4	MZ6	10.8178	10.4400
2qi5	MZ7	10.4351	10.8500
2qi6	MZ8	10.4177	10.5700
2qmg	SC6	8.1822	9.1500
2qnq	QN3	6.5490	6.1100
2qrl	OGA	3.8323	4.0000
2qry	TPS	5.7059	8.6400
2r6w	LLB	8.6945	9.3600
2r75	01G	6.9237	6.1500
2reg	CHT	4.9313	5.5700
2rkd	3PP	4.3595	2.7200
2uwl	895	8.3865	8.4000
2uwp	894	8.3526	6.8100
2uy4	AZM	6.5445	4.6800
2v2c	PGA	3.3429	3.4100
2v77	PAY	7.2196	5.0600
2v7t	SAH	5.5897	7.4800
2v7u	SAM	5.0390	5.9000
2v7v	5FD	4.6154	6.6600
2vhw	NAI	5.4176	5.0900
2vkm	BSD	7.9103	8.7400
2vmd	MBG	3.5025	3.0200
2vpn	4CS	4.9491	6.7200
2vuk	P83	4.1896	3.8200
2vw5	BC6	6.9019	8.5200
2w26	RIV	8.1371	9.4000
2zmm	35B	5.6106	7.6000
2zn7	410	6.0342	7.8900
3b3c	PLU	4.5952	3.9800
