PDB_IDs	Ligand_Codes	Predictions	Labels
1bcu	PRL	4.4921	3.2800
1bzc	TPI	6.2048	4.9200
1c5z	BEN	4.5945	4.0100
1e66	HUX	8.0289	9.8900
1eby	BEB	8.4701	9.7000
1g2k	NM1	6.8542	7.9600
1gpk	HUP	5.5587	5.3700
1gpn	HUB	6.0009	6.4800
1h22	E10	7.0314	9.1000
1h23	E12	6.9448	8.3500
1k1i	FD1	7.0871	6.5800
1lpg	IMA	8.3101	7.0900
1mq6	XLD	8.9114	11.1500
1nc1	MTH	6.2229	6.1200
1nc3	FMC	6.5274	5.0000
1nvq	UCN	8.5534	8.2500
1o0h	ADP	5.2414	5.9200
1o3f	696	5.3273	7.9600
1o5b	ESI	5.6853	5.7700
1owh	239	5.6396	7.4000
1oyt	FSN	7.3286	7.2400
1p1n	KAI	5.5660	6.8000
1p1q	AMQ	5.8526	4.8900
1ps3	KIF	5.7628	2.2800
1pxn	CK6	7.1653	7.1500
1qf1	TI1	6.5346	7.3200
1qkt	EST	7.8981	9.0400
1r5y	DQU	4.5221	6.4600
1s38	MAQ	4.9253	5.1500
1sqa	UI1	7.3182	9.2100
1syi	CPW	5.1298	5.4400
1u1b	PAX	6.6981	7.8000
1uto	PEA	3.4315	2.2700
1vso	AT1	7.3567	4.7200
1w4o	UA3	4.2220	5.2200
1y6r	MTM	9.1777	10.1100
1yc1	4BC	6.4811	6.1700
1z6e	IK8	8.5800	9.7200
1z95	198	7.5974	7.1200
1z9g	RRT	3.8587	5.6400
2al5	FWD	6.4477	8.4000
2br1	PFP	6.0954	5.1400
2brb	PFQ	4.8399	4.8600
2cbv	CGB	3.9498	5.4800
2cet	PGI	8.3565	8.0200
2fvd	LIA	7.3296	8.5200
2fxs	RDA	6.4368	6.0600
2hb1	512	3.5488	3.8000
2iwx	M1S	6.6931	6.6800
2j78	GOX	4.8084	6.4200
2j7h	AZF	8.1021	7.1900
2p15	EZT	8.2938	10.3000
2p4y	C03	7.0627	9.0000
2pog	WST	7.0932	9.5400
2qbp	527	5.9578	8.4000
2qbq	4B3	6.2144	7.4400
2qbr	910	5.1864	6.3300
2qe4	JJ3	8.3122	7.9600
2qnq	QN3	6.5490	6.1100
2r9w	23C	5.3832	5.1000
2v00	V15	3.8683	3.6600
2v7a	627	7.8301	8.3000
2vkm	BSD	7.9103	8.7400
2vvn	NHT	7.7213	7.3000
2vw5	BC6	6.9019	8.5200
2w4x	STZ	3.8180	4.8500
2w66	HQ6	5.4859	4.0500
2wbg	LGS	5.9317	4.4500
2wca	NP6	5.8283	5.6000
2weg	FBV	6.5654	6.5000
2wer	RDC	5.5868	7.0500
2wn9	ZY5	6.6199	8.5200
2wnc	TKT	6.1972	6.3200
2wtv	ZZL	7.7597	8.7400
2wvt	FHN	4.7502	6.1200
2x00	GYN	8.9556	11.3300
2xb8	XNW	5.6883	7.5900
2xbv	XBV	8.6978	8.4300
2xdl	2DL	4.6453	3.1000
2xii	TA9	7.8546	7.2000
2xj7	GC2	4.7742	6.6600
2xnb	Y8L	6.2072	6.8300
2xys	SY9	6.8403	7.4200
2y5h	Y5H	7.2220	5.7900
2yfe	YFE	6.5531	6.6300
2yge	GDM	5.7673	5.0600
2yki	YKI	6.7068	9.4600
2ymd	SRO	5.0016	3.1600
2zb1	GK4	7.5088	6.3200
2zcq	B65	6.4831	8.8200
2zcr	B69	7.2812	6.8700
2zda	32U	6.4682	8.4000
2zy1	830	6.2136	7.4000
3acw	651	5.9629	4.7600
3ag9	A02	7.7442	8.0500
3ao4	833	2.9453	2.0700
3arp	DEQ	5.7503	7.1500
3arq	DM5	4.9868	6.4000
3aru	PNX	5.5078	3.2200
3arv	SAU	5.1074	5.6400
