PDB_IDs	Ligand_Codes	Predictions	Labels
4ypw	4FD	3.951	5.50
4ypx	4FG	4.024	4.60
4ypy	4F9	3.815	3.80
4ypz	4FL	5.274	3.50
4yq0	4FM	4.540	4.40
4yq1	4FN	6.454	8.30
4yq2	EFY	6.495	8.30
4yq3	4G1	6.012	6.80
4yq4	4G3	4.031	5.70
4yq5	4G0	4.023	5.40
4yq6	4FX	4.113	6.10
4yq7	4G4	4.250	5.20
4yq8	4FV	5.479	5.10
4yq9	4GO	4.832	6.70
4yqa	4GN	4.358	6.30
4yqb	4GM	3.830	5.90
4yqc	EFW	5.184	6.70
4yqd	4GZ	6.323	5.10
4yqg	4GY	4.670	5.70
4yqi	4GX	4.315	4.80
4yqj	4GT	5.459	6.20
4yqk	4GS	4.933	4.70
4yql	4H4	5.770	4.80
4yqn	4H3	4.778	5.80
4yqo	4H1	5.258	6.30
4yqp	4H6	4.565	5.70
4yqq	4H7	4.758	6.10
4yqr	4HQ	4.534	4.00
4yqs	4H9	4.784	5.60
4yqt	4H8	4.949	6.10
4yjo	4DF	7.735	7.90
4yjp	4DL	7.660	8.46
4yjq	4DK	8.484	7.95
4yjr	4DJ	8.143	7.69
4yjs	4DN	7.972	9.39
4yjt	4DQ	7.679	8.79
4yju	4DO	7.709	7.94
4yjv	4DT	8.251	8.55
4ykr	4EP	5.690	7.53
4ykq	4EO	5.936	7.61
4ykt	4EQ	7.406	8.28
4ykw	4ES	6.537	7.02
4ykx	4ET	5.293	5.56
4ykz	4EV	4.826	5.06
4yky	4EU	5.242	4.30
4yku	4ER	5.159	5.12
