PDB_IDs	Ligand_Codes	Predictions	Labels
10gs	VWW	5.0378	6.4000
1bcu	PRL	4.4921	3.2800
1e66	HUX	8.0289	9.8900
1f8b	DAN	5.4482	5.4000
1f8c	4AM	6.4429	7.4000
1f8d	9AM	5.0594	3.4000
1gpk	HUP	5.5587	5.3700
1h23	E12	6.9448	8.3500
1hfs	L04	8.5289	8.7000
1hnn	SKF	7.1935	6.2400
1lbk	GSH	4.2528	3.1800
1lol	XMP	4.2818	6.3900
1loq	U	2.9315	3.7000
1lor	BMP	3.3694	11.0600
1mq6	XLD	8.9114	11.1500
1n1m	A3M	5.9447	5.7000
1n2v	BDI	4.5613	4.0800
1nvq	UCN	8.5534	8.2500
1o3f	696	5.3273	7.9600
1o5b	ESI	5.6853	5.7700
1os0	0PQ	7.2087	6.0300
1oyt	FSN	7.3286	7.2400
1p1q	AMQ	5.8526	4.8900
1ps3	KIF	5.7628	2.2800
1r5y	DQU	4.5221	6.4600
1sqa	UI1	7.3182	9.2100
1u1b	PAX	6.6981	7.8000
1u33	LM2	5.1777	4.6000
1uto	PEA	3.4315	2.2700
1vso	AT1	7.3567	4.7200
1w4o	UA3	4.2220	5.2200
1xd0	ARE	7.7112	7.1200
1yc1	4BC	6.4811	6.1700
1z95	198	7.5974	7.1200
2brb	PFQ	4.8399	4.8600
2cbj	OAN	8.7545	8.2700
2cet	PGI	8.3565	8.0200
2d1o	FA4	7.9345	7.7000
2fvd	LIA	7.3296	8.5200
2g70	HNT	6.3224	7.7700
2hb1	512	3.5488	3.8000
2iwx	M1S	6.6931	6.6800
2j62	GSZ	9.0093	11.3400
2j78	GOX	4.8084	6.4200
2jdm	MFU	5.3202	5.4000
2jdu	MFU	5.3202	6.7200
2jdy	MMA	4.0984	4.3700
2obf	F83	7.3899	8.8500
2ole	KR2	8.1414	7.2500
2p4y	C03	7.0627	9.0000
2pq9	GG9	6.1980	8.1100
2qbp	527	5.9578	8.4000
2qbr	910	5.1864	6.3300
2qft	GPJ	3.1305	5.2600
2v00	V15	3.8683	3.6600
2v7a	627	7.8301	8.3000
2vl4	MNM	5.7902	6.0100
2vo5	VBZ	5.5761	4.8900
2vot	NHV	7.7613	7.1400
2vvn	NHT	7.7213	7.3000
2vw5	BC6	6.9019	8.5200
2w66	HQ6	5.4859	4.0500
2wbg	LGS	5.9317	4.4500
2wca	NP6	5.8283	5.6000
2weg	FBV	6.5654	6.5000
2wtv	ZZL	7.7597	8.7400
2x00	GYN	8.9556	11.3300
2x0y	X0T	6.8895	4.6000
2x8z	X8Z	4.6424	7.9600
2x97	RX4	6.0131	5.6600
2xb8	XNW	5.6883	7.5900
2xbv	XBV	8.6978	8.4300
2xdl	2DL	4.6453	3.1000
2xhm	K26	5.8669	6.8000
2xnb	Y8L	6.2072	6.8300
2xy9	3ES	7.6312	9.1900
2xys	SY9	6.8403	7.4200
2y5h	Y5H	7.2220	5.7900
2yfe	YFE	6.5531	6.6300
2yge	GDM	5.7673	5.0600
2yki	YKI	6.7068	9.4600
2ymd	SRO	5.0016	3.1600
2zcq	B65	6.4831	8.8200
2zcr	B69	7.2812	6.8700
2zjw	REF	7.3499	7.7000
2zwz	ZWZ	5.9119	7.7900
2zx6	ZX6	9.4355	10.6000
2zxd	ZXD	4.4643	5.2200
3acw	651	5.9629	4.7600
3ag9	A02	7.7442	8.0500
3ao4	833	2.9453	2.0700
3b68	B68	8.2837	8.4000
3bfu	R2P	5.7365	6.2700
3bkk	KAF	6.9002	6.0800
3cft	5NS	5.5163	4.1900
3coy	53H	6.9206	6.0200
3cyx	ROC	5.0784	8.0000
3d4z	GIM	7.1749	4.8900
3dd0	EZL	8.9016	9.0000
3dxg	U5P	4.3208	2.4000
3e93	19B	8.4102	8.8500
3ebp	CPB	7.1301	5.9100
3ehy	TBL	6.3925	5.8500
3ejr	HN4	7.0569	8.5700
3f17	HS4	7.2068	8.6300
3f3c	PFF	4.2347	6.0200
3f80	6HN	5.3066	4.2200
3fcq	M3S	3.3402	2.7700
3fk1	GPF	3.4317	2.6200
3fv1	DYH	7.8806	9.3000
3g0w	LGB	8.0127	9.5200
3g2n	OAK	4.1329	4.0900
3g2z	GZ2	3.7252	2.3600
3gbb	MS8	6.9236	6.9000
3gcs	BAX	7.2143	7.2500
3ge7	AFQ	7.8884	8.7000
3gy4	PBZ	4.0346	5.1000
3huc	G97	7.7407	5.9900
3i3b	149	4.0274	2.2300
3imc	BZ3	3.1640	2.9600
3ivg	FG5	5.5124	4.3000
3jvs	AGY	7.9049	6.5400
3k5v	STJ	7.0802	6.3000
3kgp	4AZ	3.0893	2.5700
3kv2	NNH	5.8229	7.3200
3kwa	SPM	4.0089	4.0800
3l3n	LSW	6.8342	8.1800
3l7b	DKZ	3.1472	2.4000
3lka	M4S	6.4498	2.8200
3mfv	Z70	3.8751	2.5200
3mss	MS7	5.6872	4.6600
3muz	IPT	3.9577	3.4600
