PDB_IDs	Ligand_Codes	Predictions	Labels
4fud	6UP	4.774	6.35
4fue	7UP	6.691	7.23
4fu7	1UP	5.190	6.20
4fu8	2UP	4.733	5.23
4fu9	675	6.554	6.20
4fub	4UP	6.411	6.21
4fuc	239	6.566	7.40
4fsm	HK1	6.922	7.62
4fsw	HK6	5.505	4.76
4ft5	H2K	7.554	7.56
4fsn	A58	7.010	7.70
4fsz	HK8	5.498	6.97
4ft7	H3K	8.125	8.87
4ft0	HK9	6.419	7.11
4ft9	H4K	6.867	7.69
4fta	H5K	6.001	7.39
4ftc	H6K	6.623	7.63
4fsq	HK3	6.321	8.80
4fsr	HKC	6.692	7.94
4fst	HK4	7.247	8.28
4fw3	L52	8.211	7.23
4fw4	3P3	10.074	8.08
4fw5	L58	9.539	7.48
4fw6	L59	9.361	7.70
4fw7	L63	8.829	7.13
4fux	E75	7.546	6.00
4fuy	EK2	7.135	6.09
4fv0	EK3	7.724	5.59
4fv1	EK4	7.983	7.08
4fv2	EK5	7.842	7.68
4fv3	EK6	9.029	7.74
4ev4	MER	4.940	7.40
4fv5	EK9	7.932	7.70
4fv7	E94	8.222	7.57
4fv8	E63	8.037	7.82
4fv9	E71	7.900	6.72
4fx3	60K	5.315	8.07
4ek4	1CK	5.670	4.48
4ek5	03K	6.724	6.09
4fkg	4CK	6.324	4.67
4fki	09K	6.315	4.23
4ek6	10K	6.927	6.04
4fjk	DTP	3.906	6.55
4ek8	16K	7.768	7.11
3sw4	18K	7.544	6.02
3sw7	19K	7.094	6.64
4fko	20K	6.740	6.11
4fkp	LS5	5.125	6.54
4fkq	42K	6.888	6.28
4fkr	45K	6.090	6.64
4fks	46K	6.403	6.28
4fkt	48K	5.870	5.97
4fku	60K	5.315	7.01
4fkv	61K	6.534	6.60
4fkw	62K	6.157	7.33
