PDB_IDs	Ligand_Codes	Predictions	Labels
4ypw	4FD	4.7140	5.5000
4ypx	4FG	3.6566	4.6000
4ypy	4F9	3.5115	3.8000
4ypz	4FL	4.2768	3.5000
4yq0	4FM	5.5314	4.4000
4yq1	4FN	7.6091	8.3000
4yq2	EFY	7.6411	8.3000
4yq3	4G1	7.3467	6.8000
4yq4	4G3	5.3094	5.7000
4yq5	4G0	5.2129	5.4000
4yq6	4FX	6.1168	6.1000
4yq7	4G4	5.9684	5.2000
4yq8	4FV	5.6528	5.1000
4yq9	4GO	7.0335	6.7000
4yqa	4GN	6.7107	6.3000
4yqb	4GM	5.4689	5.9000
4yqc	EFW	6.5423	6.7000
4yqd	4GZ	7.1706	5.1000
4yqg	4GY	5.0148	5.7000
4yqi	4GX	5.4618	4.8000
4yqj	4GT	7.2782	6.2000
4yqk	4GS	5.7828	4.7000
4yql	4H4	6.6712	4.8000
4yqn	4H3	6.4200	5.8000
4yqo	4H1	6.7907	6.3000
4yqp	4H6	6.9286	5.7000
4yqq	4H7	6.9387	6.1000
4yqr	4HQ	5.1066	4.0000
4yqs	4H9	4.6336	5.6000
4yqt	4H8	6.0091	6.1000
4yjo	4DF	7.8209	7.9000
4yjp	4DL	7.8922	8.4600
4yjq	4DK	7.6654	7.9500
4yjr	4DJ	7.1565	7.6900
4yjs	4DN	7.7634	9.3900
4yjt	4DQ	7.8308	8.7900
4yju	4DO	7.9416	7.9400
4yjv	4DT	8.5588	8.5500
4ykr	4EP	6.6124	7.5300
4ykq	4EO	6.1269	7.6100
4ykt	4EQ	7.2445	8.2800
4ykw	4ES	6.3442	7.0200
4ykx	4ET	5.6420	5.5600
4ykz	4EV	4.4638	5.0600
4yky	4EU	5.2272	4.3000
4yku	4ER	5.0066	5.1200
