PDB_IDs	Ligand_Codes	Predictions	Labels
1a8i	GLS	6.2672	5.5200
1a99	PUT	7.5413	5.7000
1ax0	A2G	3.2152	3.1300
1b6l	PI4	8.2458	8.3000
1b6m	PI6	8.5173	8.4000
1duv	PSQ	4.1272	11.8000
1dy4	SNP	5.3565	4.3600
1e2k	TMC	5.4153	4.9400
1fcx	184	8.4455	7.1200
1g2k	NM1	7.3892	7.9600
1gj8	133	6.0850	6.9600
1gjd	136	6.1408	5.2200
1gpk	HUP	5.6786	5.3700
1gyy	FHC	4.7536	3.6400
1h22	E10	7.5003	9.1000
1h23	E12	7.5777	8.3500
1h46	RNP	5.5056	3.5700
1hnn	SKF	7.2630	6.2400
1iy7	CXA	7.2106	6.1900
1kzk	JE2	8.1861	10.3900
1lrh	NLA	5.5306	6.8200
1nc1	MTH	6.8126	6.1200
1nc3	FMC	6.1276	5.0000
1nli	ADE	4.9884	3.5900
1nw5	SAM	3.7253	5.2100
1ow4	2AN	6.4295	5.6800
1p1n	KAI	5.8174	6.8000
1p1o	QUS	5.0858	5.7600
1ps3	KIF	4.2001	2.2800
1pxp	CK8	5.5851	6.6600
1r5y	DQU	5.0232	6.4600
1s38	MAQ	5.3646	5.1500
1s39	AQO	5.0617	7.7000
1sr7	MOF	8.8305	10.1000
1sw1	PBE	6.1021	7.3000
1syh	CPW	4.8140	6.4100
1syi	CPW	4.8140	5.4800
1toj	HCI	4.4295	3.3900
1tok	MAE	4.0679	2.4700
1u1w	3HA	5.1689	5.8500
1ua4	AMP	4.7913	4.2200
1ui0	URA	4.4798	7.0600
1utm	PEA	2.8128	3.0100
1uwu	GOX	3.9166	5.9800
1uz1	IFL	6.2626	6.8900
1uz4	IFL	5.8696	3.4000
1v1j	FA3	3.5078	4.8200
1w2g	THM	4.2538	4.5700
1x8d	RNS	3.9109	2.2100
1xge	DOR	5.5469	4.6800
1y1m	AC5	6.3852	1.8200
1y1z	192	6.3029	3.0800
1y20	1AC	6.4928	5.3200
1yc1	4BC	7.4018	6.1700
1ydk	GTX	3.1196	5.8900
1z95	198	7.2826	7.1200
2aac	FCB	4.3726	2.2200
2afx	1BN	4.6595	5.1500
2ayr	L4G	7.6432	9.2900
2azr	982	3.3461	3.6400
2b07	598	5.6080	6.4300
2boh	IIA	8.4777	8.5200
2boj	ARW	5.7729	5.7700
2brb	PFQ	5.3062	4.8600
2bvd	ISX	5.7583	6.0000
2byr	MLK	7.4519	8.5500
2cji	GSK	9.0024	8.2200
2fai	459	6.9478	6.2400
2fdp	FRP	7.0857	7.5900
2ff1	IMH	6.5659	8.2100
2fpz	270	4.8004	3.9600
2fqt	H1D	5.9205	6.1400
2fqw	NOS	5.6958	6.6800
2fqx	GMP	6.2392	7.1500
2fqy	ADN	6.3174	6.5700
2fvd	LIA	7.2025	8.5200
2fw6	CIT	2.7937	2.9200
2fxu	BID	5.8494	8.1500
2h6b	3C4	5.7321	5.3900
2hb1	512	4.3780	3.8000
2hdq	C21	2.7763	1.4000
2hdr	4A3	3.8418	1.7200
2i0a	MUI	9.9439	11.4000
2i0d	MUT	9.7440	12.1000
2il2	LIX	8.8445	7.1000
2iwx	M1S	5.9276	6.6800
2j2u	GSQ	7.9835	7.0500
2j34	GS6	8.5885	7.8200
2j4i	GSJ	8.4755	9.0000
2j78	GOX	3.8484	6.4200
1bcj	NGA	3.0168	3.7000
1bky	1MC	4.2924	3.8400
1d4i	BEG	7.6663	8.8500
1d4j	MSC	9.0397	8.3600
1eby	BEB	7.8383	9.7000
1ebz	BEC	8.2550	9.4000
1ec0	BED	8.2564	8.4900
1ec1	BEE	9.2205	8.9200
1ec2	BEJ	8.3660	10.0000
1enu	APZ	5.2771	5.0800
1f74	NAY	4.3917	3.0500
1gi9	123	4.9908	5.9600
1gww	UDP	3.8879	4.2800
1gx0	UDP	3.8879	4.2800
1o5a	696	5.1500	6.4200
1o5r	FR9	6.7514	8.1200
1q4w	DQU	5.0232	6.4600
1qkt	EST	9.3853	9.0400
1qxl	FR8	7.4136	7.9600
1rdi	MFU	2.7952	2.0600
1rdn	NDG	2.4286	1.8400
1tr7	DEG	7.0019	6.8200
2a3c	PNX	4.1484	4.3700
2fv5	541	7.6113	10.5200
2h21	SAM	4.4334	6.5400
2hd6	BOS	7.7928	7.8000
1xl5	190	9.9596	7.3500
1y93	HAE	5.9099	2.1000
4ubp	HAE	6.4906	5.5900
1lhw	ESM	8.2957	8.1600
1s9t	QUS	6.5571	6.6000
1tt1	KAI	7.9322	7.1900
1uzv	FUC	5.5991	5.1800
2dm5	ODI	6.0685	2.9900
1xw6	GSH	3.4749	5.6200
2qrk	AMP	4.1051	4.2600
2nn1	M28	6.3328	5.8200
2pou	I7A	8.7462	7.4200
3cd0	6HI	8.0882	7.5700
3cda	8HI	8.1967	7.5800
