PDB_IDs	Ligand_Codes	Predictions	Labels
1a8i	GLS	4.441	5.52
1a99	PUT	5.711	5.70
1ax0	A2G	3.340	3.13
1b6l	PI4	7.850	8.30
1b6m	PI6	8.672	8.40
1duv	PSQ	5.837	11.80
1dy4	SNP	3.916	4.36
1e2k	TMC	4.916	4.94
1fcx	184	6.659	7.12
1g2k	NM1	7.453	7.96
1gj8	133	4.832	6.96
1gjd	136	5.999	5.22
1gpk	HUP	6.422	5.37
1gyy	FHC	3.840	3.64
1h22	E10	7.731	9.10
1h23	E12	7.803	8.35
1h46	RNP	3.547	3.57
1hnn	SKF	7.332	6.24
1iy7	CXA	7.125	6.19
1kzk	JE2	8.805	10.39
1lrh	NLA	3.949	6.82
1nc1	MTH	6.745	6.12
1nc3	FMC	7.490	5.00
1nli	ADE	4.160	3.59
1nw5	SAM	4.426	5.21
1ow4	2AN	5.394	5.68
1p1n	KAI	5.717	6.80
1p1o	QUS	4.695	5.76
1ps3	KIF	4.346	2.28
1pxp	CK8	6.539	6.66
1r5y	DQU	4.365	6.46
1s38	MAQ	4.547	5.15
1s39	AQO	3.935	7.70
1sr7	MOF	9.176	10.10
1sw1	PBE	5.265	7.30
1syh	CPW	6.132	6.41
1syi	CPW	6.132	5.48
1toj	HCI	2.700	3.39
1tok	MAE	2.708	2.47
1u1w	3HA	3.995	5.85
1ua4	AMP	3.990	4.22
1ui0	URA	3.794	7.06
1utm	PEA	2.293	3.01
1uwu	GOX	5.540	5.98
1uz1	IFL	6.762	6.89
1uz4	IFL	4.383	3.40
1v1j	FA3	4.652	4.82
1w2g	THM	4.156	4.57
1x8d	RNS	4.490	2.21
1xge	DOR	4.426	4.68
1y1m	AC5	5.387	1.82
1y1z	192	5.459	3.08
1y20	1AC	5.108	5.32
1yc1	4BC	6.877	6.17
1ydk	GTX	2.145	5.89
1z95	198	8.931	7.12
2aac	FCB	3.354	2.22
2afx	1BN	4.931	5.15
2ayr	L4G	8.336	9.29
2azr	982	4.021	3.64
2b07	598	6.074	6.43
2boh	IIA	8.499	8.52
2boj	ARW	4.480	5.77
2brb	PFQ	5.455	4.86
2bvd	ISX	4.692	6.00
2byr	MLK	7.647	8.55
2cji	GSK	7.945	8.22
2fai	459	6.031	6.24
2fdp	FRP	7.273	7.59
2ff1	IMH	6.806	8.21
2fpz	270	3.710	3.96
2fqt	H1D	4.051	6.14
2fqw	NOS	4.995	6.68
2fqx	GMP	5.151	7.15
2fqy	ADN	5.183	6.57
2fvd	LIA	6.314	8.52
2fw6	CIT	2.559	2.92
2fxu	BID	6.667	8.15
2h6b	3C4	5.728	5.39
2hb1	512	3.732	3.80
2hdq	C21	1.941	1.40
2hdr	4A3	2.735	1.72
2i0a	MUI	10.844	11.40
2i0d	MUT	10.186	12.10
2il2	LIX	8.283	7.10
2iwx	M1S	5.796	6.68
2j2u	GSQ	7.354	7.05
2j34	GS6	7.804	7.82
2j4i	GSJ	8.174	9.00
2j78	GOX	5.229	6.42
1bcj	NGA	2.610	3.70
1bky	1MC	3.094	3.84
1d4i	BEG	8.089	8.85
1d4j	MSC	7.060	8.36
1eby	BEB	7.566	9.70
1ebz	BEC	7.602	9.40
1ec0	BED	7.924	8.49
1ec1	BEE	8.077	8.92
1ec2	BEJ	8.167	10.00
1enu	APZ	5.790	5.08
1f74	NAY	4.407	3.05
1gi9	123	5.423	5.96
1gww	UDP	3.615	4.28
1gx0	UDP	3.615	4.28
1o5a	696	5.781	6.42
1o5r	FR9	7.532	8.12
1q4w	DQU	4.365	6.46
1qkt	EST	8.840	9.04
1qxl	FR8	7.475	7.96
1rdi	MFU	2.188	2.06
1rdn	NDG	2.727	1.84
1tr7	DEG	6.460	6.82
2a3c	PNX	3.842	4.37
2fv5	541	8.054	10.52
2h21	SAM	4.111	6.54
2hd6	BOS	6.736	7.80
1xl5	190	7.574	7.35
1y93	HAE	4.144	2.10
4ubp	HAE	2.944	5.59
1lhw	ESM	7.132	8.16
1s9t	QUS	5.472	6.60
1tt1	KAI	7.715	7.19
1uzv	FUC	4.173	5.18
2dm5	ODI	5.438	2.99
1xw6	GSH	3.294	5.62
2qrk	AMP	3.614	4.26
2nn1	M28	6.541	5.82
2pou	I7A	8.415	7.42
3cd0	6HI	8.085	7.57
3cda	8HI	7.898	7.58
