PDB_IDs	Ligand_Codes	Predictions	Labels
1gm8	SOX	4.6118	4.8000
1gpk	HUP	5.6786	5.3700
1hnn	SKF	7.2630	6.2400
1hp0	AD3	4.8204	6.7000
1hq2	PH2	4.7062	6.7700
1hvy	D16	7.3552	6.5400
1hwi	115	7.9989	7.5500
1hww	SWA	4.3599	7.7000
1ia1	TQ3	5.1784	7.4700
1j3j	CP6	5.1647	8.0100
1jd0	AZM	7.5162	8.2400
1jje	BYS	5.8109	8.4300
1ke5	LS1	6.2845	6.2500
1kzk	JE2	8.1861	10.4000
1l2s	STC	4.2993	4.5900
1l7f	BCZ	7.0966	9.1000
1lpz	CMB	7.7803	7.6000
1lrh	NLA	5.5306	3.8200
1m2z	DEX	7.6729	7.2200
1mmv	3AR	6.8616	7.2400
1n1m	A3M	5.6885	5.7000
1n2v	BDI	4.1950	4.0800
1n46	PFA	8.7759	10.5200
1nav	IH5	6.3515	7.6000
1of1	SCT	6.7451	4.8200
1of6	DTY	5.4831	6.0500
1opk	P16	8.1186	9.8200
1oq5	CEL	8.8811	7.6800
1owe	675	5.8303	6.2000
1oyt	FSN	6.5915	7.2400
1p2y	NCT	5.0615	5.0000
1p62	GEO	6.2264	4.6600
1pmn	984	7.3034	8.1500
1q1g	MTI	6.7747	8.5700
1q41	IXM	7.9011	7.6600
1q4g	BFL	6.1094	6.8900
1r1h	BIR	8.1367	8.9200
1r55	097	6.8270	6.8000
1r58	AO5	7.1860	6.9600
1r9o	FLP	6.1255	5.0200
1s19	MC9	6.8909	9.5100
1s3v	TQD	7.5729	7.4200
1sg0	STL	4.7361	7.4700
1sj0	E4D	8.6751	9.1000
1sq5	PAU	4.3681	4.3900
1sqn	NDR	8.6388	9.4000
1t40	ID5	4.8315	7.9600
1t46	STI	7.1563	6.4300
1t9b	1CS	5.7813	6.9000
1tow	CRZ	5.7652	6.2400
1tt1	KAI	7.9322	7.1900
1u1c	BAU	7.1449	5.3700
1uml	FR4	7.4354	7.5200
1unl	RRC	6.4464	6.7000
1uou	CMU	6.1338	7.7000
1v0p	PVB	7.0447	6.8900
1v48	HA1	6.7944	7.8000
1v4s	MRK	7.9336	6.4400
1vcj	IBA	4.4237	4.5900
1w1p	GIO	2.9227	2.3000
1w2g	THM	4.2538	4.5700
1xm6	5RM	6.5928	6.3800
1xoq	ROF	8.7574	9.1700
1xoz	CIA	8.6177	8.9200
1y6b	AAX	7.4553	7.4200
1ygc	905	7.4890	9.4600
1yqy	915	5.6377	7.6200
1ywr	LI9	8.5371	7.8900
1z95	198	7.2826	7.1200
2bm2	PM2	7.0926	7.8200
2br1	PFP	6.8417	5.1400
2bsm	BSM	7.5952	5.8200
