PDB_IDs	Ligand_Codes	Predictions	Labels
4fud	6UP	4.9579	6.3500
4fue	7UP	6.4983	7.2300
4fu7	1UP	6.6729	6.2000
4fu8	2UP	4.9743	5.2300
4fu9	675	5.8303	6.2000
4fub	4UP	6.2319	6.2100
4fuc	239	5.5317	7.4000
4fsm	HK1	6.3233	7.6200
4fsw	HK6	5.0762	4.7600
4ft5	H2K	7.8286	7.5600
4fsn	A58	7.7935	7.7000
4fsz	HK8	5.0057	6.9700
4ft7	H3K	7.8414	8.8700
4ft0	HK9	6.6000	7.1100
4ft9	H4K	6.2659	7.6900
4fta	H5K	6.9840	7.3900
4ftc	H6K	7.0352	7.6300
4fsq	HK3	7.1569	8.8000
4fsr	HKC	7.4558	7.9400
4fst	HK4	7.5003	8.2800
4fw3	L52	9.3002	7.2300
4fw4	3P3	10.1767	8.0800
4fw5	L58	9.4067	7.4800
4fw6	L59	9.5768	7.7000
4fw7	L63	8.7752	7.1300
4fux	E75	7.0616	6.0000
4fuy	EK2	7.1349	6.0900
4fv0	EK3	7.5922	5.5900
4fv1	EK4	8.4904	7.0800
4fv2	EK5	7.7273	7.6800
4fv3	EK6	8.5045	7.7400
4ev4	MER	6.2199	7.4000
4fv5	EK9	8.0371	7.7000
4fv7	E94	7.3713	7.5700
4fv8	E63	7.7736	7.8200
4fv9	E71	7.4996	6.7200
4fx3	60K	7.3510	8.0700
4ek4	1CK	6.3928	4.4800
4ek5	03K	6.6914	6.0900
4fkg	4CK	5.9124	4.6700
4fki	09K	6.5724	4.2300
4ek6	10K	7.2999	6.0400
4fjk	DTP	4.9949	6.5500
4ek8	16K	7.2173	7.1100
3sw4	18K	5.4337	6.0200
3sw7	19K	6.9226	6.6400
4fko	20K	6.0474	6.1100
4fkp	LS5	5.8646	6.5400
4fkq	42K	7.9670	6.2800
4fkr	45K	7.6865	6.6400
4fks	46K	6.9134	6.2800
4fkt	48K	7.1965	5.9700
4fku	60K	7.3510	7.0100
4fkv	61K	7.4834	6.6000
4fkw	62K	7.3807	7.3300
