PDB_IDs	Ligand_Codes	Predictions	Labels
4ypw	4FD	4.885	5.50
4ypx	4FG	4.917	4.60
4ypy	4F9	4.478	3.80
4ypz	4FL	5.283	3.50
4yq0	4FM	5.037	4.40
4yq1	4FN	5.910	8.30
4yq2	EFY	5.946	8.30
4yq3	4G1	6.372	6.80
4yq4	4G3	4.710	5.70
4yq5	4G0	5.072	5.40
4yq6	4FX	4.829	6.10
4yq7	4G4	4.893	5.20
4yq8	4FV	5.731	5.10
4yq9	4GO	5.927	6.70
4yqa	4GN	5.473	6.30
4yqb	4GM	4.436	5.90
4yqc	EFW	5.889	6.70
4yqd	4GZ	6.636	5.10
4yqg	4GY	5.566	5.70
4yqi	4GX	4.784	4.80
4yqj	4GT	6.028	6.20
4yqk	4GS	6.058	4.70
4yql	4H4	6.478	4.80
4yqn	4H3	5.611	5.80
4yqo	4H1	6.014	6.30
4yqp	4H6	4.691	5.70
4yqq	4H7	5.096	6.10
4yqr	4HQ	4.827	4.00
4yqs	4H9	5.047	5.60
4yqt	4H8	5.701	6.10
4yjo	4DF	7.758	7.90
4yjp	4DL	7.730	8.46
4yjq	4DK	8.132	7.95
4yjr	4DJ	7.456	7.69
4yjs	4DN	7.607	9.39
4yjt	4DQ	7.750	8.79
4yju	4DO	7.772	7.94
4yjv	4DT	7.948	8.55
4ykr	4EP	6.421	7.53
4ykq	4EO	6.466	7.61
4ykt	4EQ	7.015	8.28
4ykw	4ES	6.557	7.02
4ykx	4ET	5.416	5.56
4ykz	4EV	5.134	5.06
4yky	4EU	5.188	4.30
4yku	4ER	4.756	5.12
