PDB_IDs	Ligand_Codes	Predictions	Labels
4fud	6UP	4.9156	6.3500
4fue	7UP	7.4736	7.2300
4fu7	1UP	4.8197	6.2000
4fu8	2UP	4.8378	5.2300
4fu9	675	6.1227	6.2000
4fub	4UP	6.6347	6.2100
4fuc	239	5.3662	7.4000
4fsm	HK1	7.0147	7.6200
4fsw	HK6	5.3503	4.7600
4ft5	H2K	8.2994	7.5600
4fsn	A58	7.6530	7.7000
4fsz	HK8	5.6534	6.9700
4ft7	H3K	8.6310	8.8700
4ft0	HK9	6.7903	7.1100
4ft9	H4K	6.6721	7.6900
4fta	H5K	7.6788	7.3900
4ftc	H6K	7.0558	7.6300
4fsq	HK3	7.1792	8.8000
4fsr	HKC	7.2312	7.9400
4fst	HK4	7.3693	8.2800
4fw3	L52	8.8694	7.2300
4fw4	3P3	10.0432	8.0800
4fw5	L58	8.1066	7.4800
4fw6	L59	9.4252	7.7000
4fw7	L63	8.4238	7.1300
4fux	E75	7.7443	6.0000
4fuy	EK2	6.3089	6.0900
4fv0	EK3	8.0769	5.5900
4fv1	EK4	8.2280	7.0800
4fv2	EK5	8.0282	7.6800
4fv3	EK6	8.4780	7.7400
4ev4	MER	7.0986	7.4000
4fv5	EK9	8.6964	7.7000
4fv7	E94	8.4223	7.5700
4fv8	E63	8.6662	7.8200
4fv9	E71	8.7713	6.7200
4fx3	60K	6.8598	8.0700
4ek4	1CK	5.7743	4.4800
4ek5	03K	6.3289	6.0900
4fkg	4CK	5.7844	4.6700
4fki	09K	6.5837	4.2300
4ek6	10K	6.6640	6.0400
4fjk	DTP	4.4455	6.5500
4ek8	16K	8.8468	7.1100
3sw4	18K	6.0699	6.0200
3sw7	19K	7.4769	6.6400
4fko	20K	6.7538	6.1100
4fkp	LS5	5.6013	6.5400
4fkq	42K	6.7656	6.2800
4fkr	45K	6.3606	6.6400
4fks	46K	6.7798	6.2800
4fkt	48K	5.9474	5.9700
4fku	60K	6.8598	7.0100
4fkv	61K	7.0706	6.6000
4fkw	62K	6.4232	7.3300
