PDB_IDs	Ligand_Codes	Predictions	Labels
1bcu	PRL	4.1366	3.2800
1bzc	TPI	6.9863	4.9200
1c5z	BEN	4.0742	4.0100
1e66	HUX	7.2781	9.8900
1eby	BEB	7.9786	9.7000
1g2k	NM1	6.1124	7.9600
1gpk	HUP	6.1785	5.3700
1gpn	HUB	7.5100	6.4800
1h22	E10	7.8756	9.1000
1h23	E12	7.9448	8.3500
1k1i	FD1	6.8357	6.5800
1lpg	IMA	7.9609	7.0900
1mq6	XLD	9.5268	11.1500
1nc1	MTH	7.1649	6.1200
1nc3	FMC	6.5400	5.0000
1nvq	UCN	8.8277	8.2500
1o0h	ADP	4.4603	5.9200
1o3f	696	6.1043	7.9600
1o5b	ESI	4.7891	5.7700
1owh	239	5.3662	7.4000
1oyt	FSN	5.8730	7.2400
1p1n	KAI	5.8283	6.8000
1p1q	AMQ	5.3142	4.8900
1ps3	KIF	3.5207	2.2800
1pxn	CK6	6.4885	7.1500
1qf1	TI1	6.0385	7.3200
1qkt	EST	7.9547	9.0400
1r5y	DQU	5.3985	6.4600
1s38	MAQ	4.8918	5.1500
1sqa	UI1	7.4720	9.2100
1syi	CPW	5.2944	5.4400
1u1b	PAX	6.8365	7.8000
1uto	PEA	3.5185	2.2700
1vso	AT1	7.7901	4.7200
1w4o	UA3	4.3402	5.2200
1y6r	MTM	10.1391	10.1100
1yc1	4BC	6.8902	6.1700
1z6e	IK8	8.9642	9.7200
1z95	198	7.5790	7.1200
1z9g	RRT	5.6705	5.6400
2al5	FWD	6.4273	8.4000
2br1	PFP	7.0775	5.1400
2brb	PFQ	6.7017	4.8600
2cbv	CGB	3.9631	5.4800
2cet	PGI	7.1099	8.0200
2fvd	LIA	7.4720	8.5200
2fxs	RDA	5.5468	6.0600
2hb1	512	4.4485	3.8000
2iwx	M1S	6.7626	6.6800
2j78	GOX	4.0441	6.4200
2j7h	AZF	8.0990	7.1900
2p15	EZT	8.3077	10.3000
2p4y	C03	7.3859	9.0000
2pog	WST	7.8786	9.5400
2qbp	527	6.1543	8.4000
2qbq	4B3	5.9207	7.4400
2qbr	910	5.3183	6.3300
2qe4	JJ3	7.8946	7.9600
2qnq	QN3	6.7808	6.1100
2r9w	23C	5.1948	5.1000
2v00	V15	3.9373	3.6600
2v7a	627	7.2787	8.3000
2vkm	BSD	7.7793	8.7400
2vvn	NHT	8.1466	7.3000
2vw5	BC6	6.6422	8.5200
2w4x	STZ	4.9507	4.8500
2w66	HQ6	5.7074	4.0500
2wbg	LGS	5.6186	4.4500
2wca	NP6	6.9787	5.6000
2weg	FBV	5.9131	6.5000
2wer	RDC	5.7583	7.0500
2wn9	ZY5	7.6873	8.5200
2wnc	TKT	6.7515	6.3200
2wtv	ZZL	8.3742	8.7400
2wvt	FHN	5.2498	6.1200
2x00	GYN	7.0504	11.3300
2xb8	XNW	5.8389	7.5900
2xbv	XBV	8.7285	8.4300
2xdl	2DL	4.8534	3.1000
2xii	TA9	6.7384	7.2000
2xj7	GC2	6.5379	6.6600
2xnb	Y8L	6.2750	6.8300
2xys	SY9	7.5090	7.4200
2y5h	Y5H	9.2730	5.7900
2yfe	YFE	6.9031	6.6300
2yge	GDM	5.5178	5.0600
2yki	YKI	6.9445	9.4600
2ymd	SRO	5.1313	3.1600
2zb1	GK4	7.9095	6.3200
2zcq	B65	6.1277	8.8200
2zcr	B69	6.2339	6.8700
2zda	32U	6.3021	8.4000
2zy1	830	6.3908	7.4000
3acw	651	6.0876	4.7600
3ag9	A02	6.8370	8.0500
3ao4	833	2.9239	2.0700
3arp	DEQ	4.6326	7.1500
3arq	DM5	5.3701	6.4000
3aru	PNX	4.6394	3.2200
3arv	SAU	4.9960	5.6400
3ary	I5I	4.6699	6.0000
3b1m	KRC	7.3237	8.4800
