PDB_IDs	Ligand_Codes	Predictions	Labels
4fud	6UP	4.655	6.35
4fue	7UP	7.360	7.23
4fu7	1UP	5.308	6.20
4fu8	2UP	4.571	5.23
4fu9	675	6.235	6.20
4fub	4UP	6.493	6.21
4fuc	239	6.341	7.40
4fsm	HK1	7.014	7.62
4fsw	HK6	5.578	4.76
4ft5	H2K	7.530	7.56
4fsn	A58	7.336	7.70
4fsz	HK8	5.752	6.97
4ft7	H3K	7.788	8.87
4ft0	HK9	6.841	7.11
4ft9	H4K	7.473	7.69
4fta	H5K	6.845	7.39
4ftc	H6K	7.482	7.63
4fsq	HK3	6.896	8.80
4fsr	HKC	7.205	7.94
4fst	HK4	7.752	8.28
4fw3	L52	8.855	7.23
4fw4	3P3	9.495	8.08
4fw5	L58	9.351	7.48
4fw6	L59	9.322	7.70
4fw7	L63	8.867	7.13
4fux	E75	7.886	6.00
4fuy	EK2	7.488	6.09
4fv0	EK3	7.732	5.59
4fv1	EK4	7.411	7.08
4fv2	EK5	7.494	7.68
4fv3	EK6	8.044	7.74
4ev4	MER	7.751	7.40
4fv5	EK9	7.440	7.70
4fv7	E94	8.016	7.57
4fv8	E63	8.138	7.82
4fv9	E71	8.301	6.72
4fx3	60K	6.321	8.07
4ek4	1CK	5.230	4.48
4ek5	03K	6.314	6.09
4fkg	4CK	6.468	4.67
4fki	09K	6.216	4.23
4ek6	10K	6.431	6.04
4fjk	DTP	3.950	6.55
4ek8	16K	7.099	7.11
3sw4	18K	6.887	6.02
3sw7	19K	6.988	6.64
4fko	20K	6.542	6.11
4fkp	LS5	6.302	6.54
4fkq	42K	6.816	6.28
4fkr	45K	6.842	6.64
4fks	46K	7.383	6.28
4fkt	48K	6.238	5.97
4fku	60K	6.321	7.01
4fkv	61K	7.156	6.60
4fkw	62K	6.647	7.33
