PDB_IDs	Ligand_Codes	Predictions	Labels
1a8i	GLS	4.5364	5.5200
1a99	PUT	4.4290	5.7000
1ax0	A2G	3.8095	3.1300
1b6l	PI4	8.4998	8.3000
1b6m	PI6	8.7268	8.4000
1duv	PSQ	6.2390	11.8000
1dy4	SNP	4.6202	4.3600
1e2k	TMC	6.0779	4.9400
1fcx	184	7.7951	7.1200
1g2k	NM1	6.1124	7.9600
1gj8	133	8.0916	6.9600
1gjd	136	5.9452	5.2200
1gpk	HUP	6.1785	5.3700
1gyy	FHC	3.9923	3.6400
1h22	E10	7.8756	9.1000
1h23	E12	7.9448	8.3500
1h46	RNP	5.0841	3.5700
1hnn	SKF	6.9143	6.2400
1iy7	CXA	6.8670	6.1900
1kzk	JE2	9.2310	10.3900
1lrh	NLA	6.6928	6.8200
1nc1	MTH	7.1649	6.1200
1nc3	FMC	6.5400	5.0000
1nli	ADE	4.4385	3.5900
1nw5	SAM	4.7242	5.2100
1ow4	2AN	6.5082	5.6800
1p1n	KAI	5.8283	6.8000
1p1o	QUS	4.8719	5.7600
1ps3	KIF	3.5207	2.2800
1pxp	CK8	6.4020	6.6600
1r5y	DQU	5.3985	6.4600
1s38	MAQ	4.8918	5.1500
1s39	AQO	4.7709	7.7000
1sr7	MOF	9.2067	10.1000
1sw1	PBE	4.0138	7.3000
1syh	CPW	5.2945	6.4100
1syi	CPW	5.2945	5.4800
1toj	HCI	4.3741	3.3900
1tok	MAE	4.1930	2.4700
1u1w	3HA	4.2319	5.8500
1ua4	AMP	4.7631	4.2200
1ui0	URA	4.9814	7.0600
1utm	PEA	3.2586	3.0100
1uwu	GOX	2.9227	5.9800
1uz1	IFL	6.2455	6.8900
1uz4	IFL	5.2288	3.4000
1v1j	FA3	4.2326	4.8200
1w2g	THM	3.8256	4.5700
1x8d	RNS	3.1475	2.2100
1xge	DOR	4.2684	4.6800
1y1m	AC5	5.9577	1.8200
1y1z	192	6.0361	3.0800
1y20	1AC	6.7248	5.3200
1yc1	4BC	6.8902	6.1700
1ydk	GTX	6.4114	5.8900
1z95	198	7.5790	7.1200
2aac	FCB	4.5238	2.2200
2afx	1BN	5.8644	5.1500
2ayr	L4G	8.8755	9.2900
2azr	982	4.4016	3.6400
2b07	598	5.7841	6.4300
2boh	IIA	8.6771	8.5200
2boj	ARW	6.0302	5.7700
2brb	PFQ	6.7017	4.8600
2bvd	ISX	5.2194	6.0000
2byr	MLK	7.9343	8.5500
2cji	GSK	7.6275	8.2200
2fai	459	6.8592	6.2400
2fdp	FRP	7.3764	7.5900
2ff1	IMH	5.5076	8.2100
2fpz	270	4.6533	3.9600
2fqt	H1D	6.1528	6.1400
2fqw	NOS	4.6296	6.6800
2fqx	GMP	5.1155	7.1500
2fqy	ADN	4.7761	6.5700
2fvd	LIA	7.4720	8.5200
2fw6	CIT	2.3285	2.9200
2fxu	BID	6.8762	8.1500
2h6b	3C4	3.5365	5.3900
2hb1	512	4.4485	3.8000
2hdq	C21	3.5997	1.4000
2hdr	4A3	3.9934	1.7200
2i0a	MUI	9.5698	11.4000
2i0d	MUT	9.6052	12.1000
2il2	LIX	8.5801	7.1000
2iwx	M1S	6.7626	6.6800
2j2u	GSQ	8.0652	7.0500
2j34	GS6	8.2151	7.8200
2j4i	GSJ	8.1212	9.0000
2j78	GOX	4.0441	6.4200
1bcj	NGA	3.2780	3.7000
1bky	1MC	4.0379	3.8400
1d4i	BEG	7.9319	8.8500
1d4j	MSC	8.2930	8.3600
1eby	BEB	7.9786	9.7000
1ebz	BEC	7.7969	9.4000
1ec0	BED	9.0807	8.4900
1ec1	BEE	8.8982	8.9200
1ec2	BEJ	6.9275	10.0000
1enu	APZ	4.3663	5.0800
1f74	NAY	4.4901	3.0500
1gi9	123	5.5621	5.9600
1gww	UDP	4.3622	4.2800
1gx0	UDP	4.3622	4.2800
1o5a	696	6.2968	6.4200
1o5r	FR9	6.3257	8.1200
1q4w	DQU	5.3985	6.4600
1qkt	EST	7.9547	9.0400
1qxl	FR8	6.9841	7.9600
1rdi	MFU	2.2327	2.0600
1rdn	NDG	2.5159	1.8400
1tr7	DEG	6.7624	6.8200
2a3c	PNX	5.0180	4.3700
2fv5	541	7.8678	10.5200
2h21	SAM	3.4650	6.5400
2hd6	BOS	7.7010	7.8000
1xl5	190	7.9661	7.3500
1y93	HAE	4.9666	2.1000
4ubp	HAE	5.5241	5.5900
1lhw	ESM	7.0533	8.1600
1s9t	QUS	6.1065	6.6000
1tt1	KAI	7.8185	7.1900
1uzv	FUC	6.1596	5.1800
2dm5	ODI	5.9449	2.9900
1xw6	GSH	5.3141	5.6200
2qrk	AMP	5.7360	4.2600
2nn1	M28	6.2538	5.8200
2pou	I7A	7.5811	7.4200
3cd0	6HI	8.1164	7.5700
3cda	8HI	7.8378	7.5800
