PDB_IDs	Ligand_Codes	Predictions	Labels
2are	MAN	3.2900	3.2800
2oag	DLI	8.7976	8.4700
2jbj	G88	9.2012	9.7000
2pwd	NOJ	5.5820	4.4000
2pwg	CTS	4.9917	4.8200
2oym	MNI	7.1409	5.0000
2hzy	DHJ	4.2387	7.3900
2ihj	CSF	5.7012	4.5900
2ojg	19A	7.0623	5.6400
2hzl	PYR	4.5043	6.5700
2ovv	PFH	7.8544	7.9200
2nta	521	6.1408	4.8000
2qu6	857	8.2269	8.5200
2pog	WST	7.8786	9.5400
2o4j	VD4	8.4914	10.1000
3b92	440	6.8014	8.0000
2p98	YE7	5.9224	6.1900
2z4b	DC8	8.9670	9.3600
2jj3	JJ3	8.5691	9.5500
2h15	B19	6.2057	5.6700
2pov	I7B	6.7762	7.1200
2pow	I7C	6.7354	7.2000
2nmx	M25	5.7926	5.5700
1vso	AT1	7.7901	4.7200
2p95	ME5	7.7298	9.3700
2p16	GG2	8.9492	10.1000
2flr	7NH	6.0751	6.1000
2pgz	COC	6.9643	5.7400
2bys	LOB	7.6130	9.5200
2gkl	PD2	5.1287	5.3500
2nsl	C2R	5.0629	4.6800
2nsj	C2R	5.0629	4.7900
2c92	TP6	5.7985	5.6800
2c94	TSF	5.9229	6.8200
2nnq	T4B	6.8901	8.7000
2psv	MUV	8.6844	7.2400
2cem	2AH	8.9832	7.9200
2cen	4AH	8.9017	8.3000
2q54	MU1	8.8601	9.0100
2b3f	GAL	4.6465	6.0300
2bbf	344	6.4781	5.1000
2e2r	2OH	6.6888	8.2600
2gz2	A2P	4.9761	5.2200
2hr6	DUD	4.4392	4.9200
2idz	ZID	5.8979	9.4000
2ihk	CSF	5.7012	4.1600
2jff	LK2	3.3856	3.6200
2oiq	STI	6.9274	4.9400
2otz	1MR	3.0594	3.6300
2ou0	MR3	2.5660	3.2300
2pjo	NMU	3.8264	0.0500
2pzv	IPH	4.9959	3.8700
2q88	4CS	6.0564	5.8000
2q89	6CS	6.0216	6.3000
2qeh	SRO	7.0519	8.6200
2qvu	FDP	5.1115	6.4400
2r3d	ACM	3.8510	-0.1500
2r5p	MK1	8.2239	8.4800
2rde	C2E	6.6973	7.0100
2v8q	AMP	5.6260	4.6100
3b50	SLB	4.7673	7.5500
3bgq	VX2	7.2548	7.9600
3bgz	VX3	5.0711	6.2600
2v8y	MGV	4.7215	5.7100
2jgb	MGT	6.5538	5.6100
1gja	135	6.0763	5.4200
1swk	BTN	11.3331	12.0000
1toi	HCI	4.3741	4.0500
1iup	ALQ	3.9662	2.5400
1tog	HCI	4.3741	3.2200
1uto	PEA	3.5185	2.2700
1ukb	BEZ	3.8827	3.1900
2cjp	VPR	4.7459	3.1000
1vot	HUP	6.1785	6.6000
2fx6	270	4.0149	3.7000
2c1q	BTN	10.3067	13.0000
2e2p	ADP	3.7770	4.7400
2epn	NGT	7.7414	7.2200
2i2c	DTA	4.0197	4.7000
2j4k	U5P	5.7030	4.8500
2jdu	MFU	6.0178	6.7200
2jdy	MMA	5.9773	4.3700
2jke	NOJ	4.3120	4.2300
2p3t	993	9.3730	11.3000
2p4y	C03	7.3859	9.0000
2p7g	2OH	6.6888	6.5300
2pqc	RC1	6.7042	5.7400
2q6m	P34	5.5994	6.2900
2q8z	NUP	6.3542	5.6800
2qbq	4B3	5.9207	7.4400
2qbr	910	5.3183	6.3300
2qdt	I38	4.8342	5.1900
2qhy	MZ1	8.2381	7.4800
2qhz	MZ2	8.7717	7.2800
2qi1	MZ4	8.8622	7.3000
2qi3	MZ5	9.6684	10.2000
2qi4	MZ6	9.8434	10.4400
2qi5	MZ7	9.5002	10.8500
2qi6	MZ8	9.7299	10.5700
2qmg	SC6	8.1124	9.1500
2qnq	QN3	6.7808	6.1100
2qrl	OGA	4.2798	4.0000
2qry	TPS	7.5681	8.6400
2r6w	LLB	8.5373	9.3600
2r75	01G	5.8780	6.1500
2reg	CHT	3.9158	5.5700
2rkd	3PP	3.3429	2.7200
2uwl	895	7.6394	8.4000
2uwp	894	7.6835	6.8100
2uy4	AZM	6.0654	4.6800
2v2c	PGA	3.5726	3.4100
2v77	PAY	5.9369	5.0600
2v7t	SAH	6.0240	7.4800
2v7u	SAM	5.4883	5.9000
2v7v	5FD	5.3848	6.6600
2vhw	NAI	6.1013	5.0900
2vkm	BSD	7.7793	8.7400
2vmd	MBG	2.8764	3.0200
2vpn	4CS	5.5334	6.7200
2vuk	P83	4.1874	3.8200
2vw5	BC6	6.6422	8.5200
2w26	RIV	7.7989	9.4000
2zmm	35B	5.3007	7.6000
2zn7	410	5.1414	7.8900
3b3c	PLU	5.5908	3.9800
3b7r	BIR	7.1167	7.7000
3bex	PAU	5.0024	5.5700
3bl0	BL0	7.3141	6.9200
3brn	SRO	3.9032	8.7000
3bu1	HSM	3.7164	8.1500
3bxe	13P	4.9311	5.4800
3c2f	PRP	5.5865	2.0000
3c2o	NTM	4.7262	3.3500
3c2r	PHT	3.9915	3.1100
3c7i	TVN	6.9480	5.6400
3ccw	4HI	7.9336	7.8700
3ccz	5HI	8.1171	7.2900
3cd7	882	7.8380	7.8400
3czv	AZM	7.7884	7.8000
3d2r	ADP	5.4594	5.4800
3d51	GOX	2.1976	4.1500
3d83	GK6	7.2218	8.3600
3ddg	GB7	4.1054	6.0000
3dp4	AMQ	5.4354	7.3700
3e92	G6A	8.2635	8.0000
3eko	PYU	4.5340	6.7000
3ekr	PY9	7.6375	5.5500
3ene	NPZ	6.9957	6.2400
3eqr	T74	7.2949	8.7000
3f8c	HT1	5.9116	7.6800
3fat	AMQ	6.0048	7.6400
