PDB_IDs	Ligand_Codes	Predictions	Labels
4ypw	4FD	4.9694	5.5000
4ypx	4FG	3.5928	4.6000
4ypy	4F9	4.4679	3.8000
4ypz	4FL	4.9113	3.5000
4yq0	4FM	4.2877	4.4000
4yq1	4FN	6.7996	8.3000
4yq2	EFY	6.7101	8.3000
4yq3	4G1	5.8952	6.8000
4yq4	4G3	4.2984	5.7000
4yq5	4G0	4.9933	5.4000
4yq6	4FX	5.1031	6.1000
4yq7	4G4	5.5013	5.2000
4yq8	4FV	5.0015	5.1000
4yq9	4GO	5.8996	6.7000
4yqa	4GN	6.3228	6.3000
4yqb	4GM	5.1629	5.9000
4yqc	EFW	6.8029	6.7000
4yqd	4GZ	6.0893	5.1000
4yqg	4GY	5.0921	5.7000
4yqi	4GX	4.8732	4.8000
4yqj	4GT	6.3888	6.2000
4yqk	4GS	4.5102	4.7000
4yql	4H4	6.8720	4.8000
4yqn	4H3	6.5506	5.8000
4yqo	4H1	6.4662	6.3000
4yqp	4H6	6.6752	5.7000
4yqq	4H7	6.7763	6.1000
4yqr	4HQ	3.7116	4.0000
4yqs	4H9	4.3153	5.6000
4yqt	4H8	6.0423	6.1000
4yjo	4DF	7.2950	7.9000
4yjp	4DL	7.8167	8.4600
4yjq	4DK	7.9677	7.9500
4yjr	4DJ	7.4689	7.6900
4yjs	4DN	7.7223	9.3900
4yjt	4DQ	7.2937	8.7900
4yju	4DO	7.8601	7.9400
4yjv	4DT	8.0593	8.5500
4ykr	4EP	6.4345	7.5300
4ykq	4EO	6.3423	7.6100
4ykt	4EQ	7.1111	8.2800
4ykw	4ES	7.1621	7.0200
4ykx	4ET	5.1694	5.5600
4ykz	4EV	4.4097	5.0600
4yky	4EU	4.2334	4.3000
4yku	4ER	5.6525	5.1200
