PDB_IDs	Ligand_Codes	Predictions	Labels
1a8i	GLS	4.235	5.52
1a99	PUT	2.027	5.70
1ax0	A2G	5.474	3.13
1b6l	PI4	8.751	8.30
1b6m	PI6	8.327	8.40
1duv	PSQ	5.154	11.80
1dy4	SNP	4.130	4.36
1e2k	TMC	5.041	4.94
1fcx	184	6.573	7.12
1g2k	NM1	8.871	7.96
1gj8	133	4.783	6.96
1gjd	136	6.971	5.22
1gpk	HUP	6.290	5.37
1gyy	FHC	3.196	3.64
1h22	E10	7.321	9.10
1h23	E12	7.544	8.35
1h46	RNP	3.847	3.57
1hnn	SKF	6.963	6.24
1iy7	CXA	6.163	6.19
1kzk	JE2	8.658	10.39
1lrh	NLA	4.537	6.82
1nc1	MTH	7.245	6.12
1nc3	FMC	7.676	5.00
1nli	ADE	4.077	3.59
1nw5	SAM	5.333	5.21
1ow4	2AN	6.953	5.68
1p1n	KAI	5.367	6.80
1p1o	QUS	5.369	5.76
1ps3	KIF	4.642	2.28
1pxp	CK8	7.065	6.66
1r5y	DQU	5.025	6.46
1s38	MAQ	4.906	5.15
1s39	AQO	4.379	7.70
1sr7	MOF	8.213	10.10
1sw1	PBE	4.063	7.30
1syh	CPW	5.826	6.41
1syi	CPW	5.826	5.48
1toj	HCI	2.618	3.39
1tok	MAE	2.478	2.47
1u1w	3HA	4.285	5.85
1ua4	AMP	4.448	4.22
1ui0	URA	2.761	7.06
1utm	PEA	2.669	3.01
1uwu	GOX	5.643	5.98
1uz1	IFL	6.242	6.89
1uz4	IFL	4.414	3.40
1v1j	FA3	3.916	4.82
1w2g	THM	3.828	4.57
1x8d	RNS	3.603	2.21
1xge	DOR	4.609	4.68
1y1m	AC5	5.683	1.82
1y1z	192	5.496	3.08
1y20	1AC	5.273	5.32
1yc1	4BC	6.078	6.17
1ydk	GTX	2.631	5.89
1z95	198	8.857	7.12
2aac	FCB	3.090	2.22
2afx	1BN	5.414	5.15
2ayr	L4G	7.848	9.29
2azr	982	3.844	3.64
2b07	598	6.618	6.43
2boh	IIA	7.880	8.52
2boj	ARW	4.884	5.77
2brb	PFQ	5.808	4.86
2bvd	ISX	4.411	6.00
2byr	MLK	8.502	8.55
2cji	GSK	7.720	8.22
2fai	459	6.896	6.24
2fdp	FRP	7.502	7.59
2ff1	IMH	6.792	8.21
2fpz	270	4.067	3.96
2fqt	H1D	4.674	6.14
2fqw	NOS	5.004	6.68
2fqx	GMP	5.307	7.15
2fqy	ADN	5.045	6.57
2fvd	LIA	7.297	8.52
2fw6	CIT	3.152	2.92
2fxu	BID	5.873	8.15
2h6b	3C4	5.658	5.39
2hb1	512	4.286	3.80
2hdq	C21	2.440	1.40
2hdr	4A3	3.582	1.72
2i0a	MUI	10.300	11.40
2i0d	MUT	9.698	12.10
2il2	LIX	7.686	7.10
2iwx	M1S	5.652	6.68
2j2u	GSQ	7.403	7.05
2j34	GS6	7.813	7.82
2j4i	GSJ	8.356	9.00
2j78	GOX	5.794	6.42
1bcj	NGA	3.113	3.70
1bky	1MC	3.217	3.84
1d4i	BEG	8.393	8.85
1d4j	MSC	7.588	8.36
1eby	BEB	7.853	9.70
1ebz	BEC	7.823	9.40
1ec0	BED	7.949	8.49
1ec1	BEE	8.098	8.92
1ec2	BEJ	8.225	10.00
1enu	APZ	4.960	5.08
1f74	NAY	4.439	3.05
1gi9	123	5.075	5.96
1gww	UDP	4.131	4.28
1gx0	UDP	4.131	4.28
1o5a	696	7.018	6.42
1o5r	FR9	7.827	8.12
1q4w	DQU	5.025	6.46
1qkt	EST	8.769	9.04
1qxl	FR8	7.830	7.96
1rdi	MFU	2.150	2.06
1rdn	NDG	2.662	1.84
1tr7	DEG	6.857	6.82
2a3c	PNX	3.394	4.37
2fv5	541	7.992	10.52
2h21	SAM	5.124	6.54
2hd6	BOS	7.668	7.80
1xl5	190	8.119	7.35
1y93	HAE	5.128	2.10
4ubp	HAE	3.962	5.59
1lhw	ESM	6.755	8.16
1s9t	QUS	6.562	6.60
1tt1	KAI	7.682	7.19
1uzv	FUC	5.019	5.18
2dm5	ODI	6.373	2.99
1xw6	GSH	4.619	5.62
2qrk	AMP	3.765	4.26
2nn1	M28	6.283	5.82
2pou	I7A	8.622	7.42
3cd0	6HI	8.387	7.57
3cda	8HI	8.342	7.58
