PDB_IDs	Ligand_Codes	Predictions	Labels
2are	MAN	4.4364	3.2800
2oag	DLI	8.4474	8.4700
2jbj	G88	8.8385	9.7000
2pwd	NOJ	4.8242	4.4000
2pwg	CTS	4.4640	4.8200
2oym	MNI	6.1246	5.0000
2hzy	DHJ	6.3022	7.3900
2ihj	CSF	4.5478	4.5900
2ojg	19A	7.0112	5.6400
2hzl	PYR	4.9361	6.5700
2ovv	PFH	7.6083	7.9200
2nta	521	5.8377	4.8000
2qu6	857	7.1547	8.5200
2pog	WST	7.6269	9.5400
2o4j	VD4	9.2701	10.1000
3b92	440	6.8994	8.0000
2p98	YE7	5.6001	6.1900
2z4b	DC8	8.6929	9.3600
2jj3	JJ3	9.0432	9.5500
2h15	B19	7.8238	5.6700
2pov	I7B	7.9763	7.1200
2pow	I7C	7.4752	7.2000
2nmx	M25	5.8501	5.5700
1vso	AT1	7.6696	4.7200
2p95	ME5	8.2861	9.3700
2p16	GG2	8.1290	10.1000
2flr	7NH	5.9688	6.1000
2pgz	COC	6.9836	5.7400
2bys	LOB	7.0163	9.5200
2gkl	PD2	4.7538	5.3500
2nsl	C2R	6.1413	4.6800
2nsj	C2R	6.1413	4.7900
2c92	TP6	5.5568	5.6800
2c94	TSF	5.5880	6.8200
2nnq	T4B	6.6574	8.7000
2psv	MUV	7.7691	7.2400
2cem	2AH	8.8498	7.9200
2cen	4AH	8.9985	8.3000
2q54	MU1	8.0345	9.0100
2b3f	GAL	5.8255	6.0300
2bbf	344	5.9819	5.1000
2e2r	2OH	6.5044	8.2600
2gz2	A2P	5.2531	5.2200
2hr6	DUD	4.2580	4.9200
2idz	ZID	5.4827	9.4000
2ihk	CSF	4.5478	4.1600
2jff	LK2	3.5038	3.6200
2oiq	STI	5.2481	4.9400
2otz	1MR	2.6165	3.6300
2ou0	MR3	2.4825	3.2300
2pjo	NMU	3.9690	0.0500
2pzv	IPH	3.8776	3.8700
2q88	4CS	4.6744	5.8000
2q89	6CS	5.2033	6.3000
2qeh	SRO	7.6127	8.6200
2qvu	FDP	5.9807	6.4400
2r3d	ACM	3.8890	-0.1500
2r5p	MK1	8.9117	8.4800
2rde	C2E	4.8887	7.0100
2v8q	AMP	4.5220	4.6100
3b50	SLB	6.4734	7.5500
3bgq	VX2	7.6637	7.9600
3bgz	VX3	5.2119	6.2600
2v8y	MGV	5.7955	5.7100
2jgb	MGT	5.4974	5.6100
1gja	135	6.5208	5.4200
1swk	BTN	11.2528	12.0000
1toi	HCI	4.0369	4.0500
1iup	ALQ	4.6112	2.5400
1tog	HCI	4.0369	3.2200
1uto	PEA	2.9425	2.2700
1ukb	BEZ	3.9447	3.1900
2cjp	VPR	4.4158	3.1000
1vot	HUP	6.7762	6.6000
2fx6	270	3.9800	3.7000
2c1q	BTN	11.9961	13.0000
2e2p	ADP	3.5206	4.7400
2epn	NGT	7.7723	7.2200
2i2c	DTA	3.7522	4.7000
2j4k	U5P	5.6622	4.8500
2jdu	MFU	5.4826	6.7200
2jdy	MMA	5.5180	4.3700
2jke	NOJ	4.8544	4.2300
2p3t	993	8.8388	11.3000
2p4y	C03	6.8986	9.0000
2p7g	2OH	6.5044	6.5300
2pqc	RC1	6.0401	5.7400
2q6m	P34	5.9991	6.2900
2q8z	NUP	5.3589	5.6800
2qbq	4B3	6.0555	7.4400
2qbr	910	6.2108	6.3300
2qdt	I38	4.6534	5.1900
2qhy	MZ1	5.9731	7.4800
2qhz	MZ2	6.9438	7.2800
2qi1	MZ4	8.2671	7.3000
2qi3	MZ5	9.4086	10.2000
2qi4	MZ6	8.6753	10.4400
2qi5	MZ7	8.4384	10.8500
2qi6	MZ8	8.3686	10.5700
2qmg	SC6	8.0555	9.1500
2qnq	QN3	7.1887	6.1100
2qrl	OGA	3.7425	4.0000
2qry	TPS	7.2710	8.6400
2r6w	LLB	8.4844	9.3600
2r75	01G	6.2106	6.1500
2reg	CHT	4.5567	5.5700
2rkd	3PP	2.3950	2.7200
2uwl	895	7.5451	8.4000
2uwp	894	6.9493	6.8100
2uy4	AZM	6.0545	4.6800
2v2c	PGA	3.2513	3.4100
2v77	PAY	4.9290	5.0600
2v7t	SAH	5.3212	7.4800
2v7u	SAM	4.9372	5.9000
2v7v	5FD	4.1851	6.6600
2vhw	NAI	5.2017	5.0900
2vkm	BSD	7.5098	8.7400
2vmd	MBG	3.9398	3.0200
2vpn	4CS	5.0098	6.7200
2vuk	P83	4.5406	3.8200
2vw5	BC6	6.1147	8.5200
2w26	RIV	7.5969	9.4000
2zmm	35B	6.8657	7.6000
2zn7	410	6.7042	7.8900
3b3c	PLU	6.2651	3.9800
3b7r	BIR	7.8380	7.7000
3bex	PAU	3.2574	5.5700
3bl0	BL0	7.8041	6.9200
3brn	SRO	4.8963	8.7000
3bu1	HSM	4.3317	8.1500
3bxe	13P	4.8977	5.4800
3c2f	PRP	5.7021	2.0000
3c2o	NTM	3.5190	3.3500
3c2r	PHT	3.2165	3.1100
3c7i	TVN	6.7782	5.6400
3ccw	4HI	7.8662	7.8700
3ccz	5HI	7.9279	7.2900
3cd7	882	7.7786	7.8400
3czv	AZM	7.5313	7.8000
3d2r	ADP	3.8316	5.4800
3d51	GOX	2.3330	4.1500
3d83	GK6	7.7304	8.3600
3ddg	GB7	6.4877	6.0000
3dp4	AMQ	6.4262	7.3700
3e92	G6A	7.2463	8.0000
3eko	PYU	5.4801	6.7000
3ekr	PY9	7.5024	5.5500
3ene	NPZ	7.2108	6.2400
3eqr	T74	7.9851	8.7000
3f8c	HT1	6.6998	7.6800
3fat	AMQ	6.9130	7.6400
