PDB_IDs	Ligand_Codes	Predictions	Labels
4ypw	4FD	4.332	5.50
4ypx	4FG	3.938	4.60
4ypy	4F9	4.186	3.80
4ypz	4FL	4.435	3.50
4yq0	4FM	4.424	4.40
4yq1	4FN	6.269	8.30
4yq2	EFY	6.200	8.30
4yq3	4G1	6.362	6.80
4yq4	4G3	4.547	5.70
4yq5	4G0	4.898	5.40
4yq6	4FX	4.345	6.10
4yq7	4G4	5.043	5.20
4yq8	4FV	4.970	5.10
4yq9	4GO	5.392	6.70
4yqa	4GN	4.781	6.30
4yqb	4GM	4.434	5.90
4yqc	EFW	5.495	6.70
4yqd	4GZ	6.283	5.10
4yqg	4GY	4.894	5.70
4yqi	4GX	4.328	4.80
4yqj	4GT	5.567	6.20
4yqk	4GS	4.605	4.70
4yql	4H4	5.736	4.80
4yqn	4H3	4.927	5.80
4yqo	4H1	5.401	6.30
4yqp	4H6	4.746	5.70
4yqq	4H7	5.014	6.10
4yqr	4HQ	4.345	4.00
4yqs	4H9	4.457	5.60
4yqt	4H8	4.866	6.10
4yjo	4DF	8.020	7.90
4yjp	4DL	8.081	8.46
4yjq	4DK	8.084	7.95
4yjr	4DJ	8.349	7.69
4yjs	4DN	8.269	9.39
4yjt	4DQ	8.005	8.79
4yju	4DO	8.011	7.94
4yjv	4DT	8.220	8.55
4ykr	4EP	5.891	7.53
4ykq	4EO	6.361	7.61
4ykt	4EQ	6.951	8.28
4ykw	4ES	6.411	7.02
4ykx	4ET	5.336	5.56
4ykz	4EV	4.973	5.06
4yky	4EU	4.761	4.30
4yku	4ER	5.612	5.12
