PDB_IDs	Ligand_Codes	Predictions	Labels
1a8i	GLS	3.6214	5.5200
1a99	PUT	2.9916	5.7000
1ax0	A2G	5.8742	3.1300
1b6l	PI4	6.5521	8.3000
1b6m	PI6	8.0429	8.4000
1duv	PSQ	6.8794	11.8000
1dy4	SNP	5.0834	4.3600
1e2k	TMC	5.4457	4.9400
1fcx	184	6.7683	7.1200
1g2k	NM1	7.2717	7.9600
1gj8	133	7.1833	6.9600
1gjd	136	7.3165	5.2200
1gpk	HUP	6.7762	5.3700
1gyy	FHC	3.7983	3.6400
1h22	E10	7.8383	9.1000
1h23	E12	7.5254	8.3500
1h46	RNP	5.2490	3.5700
1hnn	SKF	7.1044	6.2400
1iy7	CXA	5.1257	6.1900
1kzk	JE2	8.7503	10.3900
1lrh	NLA	4.9952	6.8200
1nc1	MTH	6.1878	6.1200
1nc3	FMC	6.5805	5.0000
1nli	ADE	4.9958	3.5900
1nw5	SAM	4.4053	5.2100
1ow4	2AN	7.6532	5.6800
1p1n	KAI	5.7087	6.8000
1p1o	QUS	5.6323	5.7600
1ps3	KIF	4.4484	2.2800
1pxp	CK8	6.6232	6.6600
1r5y	DQU	5.1008	6.4600
1s38	MAQ	5.2469	5.1500
1s39	AQO	5.1552	7.7000
1sr7	MOF	8.6789	10.1000
1sw1	PBE	4.0586	7.3000
1syh	CPW	5.3643	6.4100
1syi	CPW	5.3643	5.4800
1toj	HCI	4.0369	3.3900
1tok	MAE	5.5464	2.4700
1u1w	3HA	4.8160	5.8500
1ua4	AMP	4.2270	4.2200
1ui0	URA	4.2551	7.0600
1utm	PEA	3.1161	3.0100
1uwu	GOX	3.2074	5.9800
1uz1	IFL	6.0573	6.8900
1uz4	IFL	5.5777	3.4000
1v1j	FA3	4.4591	4.8200
1w2g	THM	3.6696	4.5700
1x8d	RNS	4.8648	2.2100
1xge	DOR	4.4189	4.6800
1y1m	AC5	5.8608	1.8200
1y1z	192	5.3463	3.0800
1y20	1AC	5.1185	5.3200
1yc1	4BC	5.9483	6.1700
1ydk	GTX	2.9583	5.8900
1z95	198	8.2574	7.1200
2aac	FCB	4.3035	2.2200
2afx	1BN	6.5723	5.1500
2ayr	L4G	7.9253	9.2900
2azr	982	2.8998	3.6400
2b07	598	6.2551	6.4300
2boh	IIA	8.3008	8.5200
2boj	ARW	5.6266	5.7700
2brb	PFQ	5.2936	4.8600
2bvd	ISX	5.1954	6.0000
2byr	MLK	8.1771	8.5500
2cji	GSK	6.9575	8.2200
2fai	459	6.2413	6.2400
2fdp	FRP	6.9553	7.5900
2ff1	IMH	6.6184	8.2100
2fpz	270	4.6554	3.9600
2fqt	H1D	4.0769	6.1400
2fqw	NOS	5.5525	6.6800
2fqx	GMP	6.0539	7.1500
2fqy	ADN	5.7589	6.5700
2fvd	LIA	7.1278	8.5200
2fw6	CIT	3.1695	2.9200
2fxu	BID	6.3378	8.1500
2h6b	3C4	5.6710	5.3900
2hb1	512	4.3836	3.8000
2hdq	C21	3.3892	1.4000
2hdr	4A3	4.4453	1.7200
2i0a	MUI	9.0115	11.4000
2i0d	MUT	8.9679	12.1000
2il2	LIX	7.8815	7.1000
2iwx	M1S	6.6454	6.6800
2j2u	GSQ	7.5786	7.0500
2j34	GS6	7.5166	7.8200
2j4i	GSJ	7.4140	9.0000
2j78	GOX	4.3450	6.4200
1bcj	NGA	3.7512	3.7000
1bky	1MC	3.5344	3.8400
1d4i	BEG	7.5824	8.8500
1d4j	MSC	7.3809	8.3600
1eby	BEB	7.2234	9.7000
1ebz	BEC	6.8659	9.4000
1ec0	BED	8.2035	8.4900
1ec1	BEE	8.3432	8.9200
1ec2	BEJ	8.1358	10.0000
1enu	APZ	4.9765	5.0800
1f74	NAY	5.1140	3.0500
1gi9	123	6.1241	5.9600
1gww	UDP	4.1340	4.2800
1gx0	UDP	4.1340	4.2800
1o5a	696	6.2833	6.4200
1o5r	FR9	7.6507	8.1200
1q4w	DQU	5.1008	6.4600
1qkt	EST	8.5886	9.0400
1qxl	FR8	8.0270	7.9600
1rdi	MFU	2.2797	2.0600
1rdn	NDG	3.0366	1.8400
1tr7	DEG	7.2071	6.8200
2a3c	PNX	4.2562	4.3700
2fv5	541	8.4938	10.5200
2h21	SAM	4.7719	6.5400
2hd6	BOS	8.4712	7.8000
1xl5	190	8.3486	7.3500
1y93	HAE	5.2924	2.1000
4ubp	HAE	5.7660	5.5900
1lhw	ESM	7.1019	8.1600
1s9t	QUS	6.8099	6.6000
1tt1	KAI	7.8954	7.1900
1uzv	FUC	5.2188	5.1800
2dm5	ODI	5.6896	2.9900
1xw6	GSH	4.4747	5.6200
2qrk	AMP	3.7427	4.2600
2nn1	M28	6.1706	5.8200
2pou	I7A	8.7607	7.4200
3cd0	6HI	7.4032	7.5700
3cda	8HI	7.6666	7.5800
