PDB_IDs	Ligand_Codes	Predictions	Labels
4fud	6UP	4.5087	6.3500
4fue	7UP	6.2496	7.2300
4fu7	1UP	5.5154	6.2000
4fu8	2UP	4.4258	5.2300
4fu9	675	5.9593	6.2000
4fub	4UP	5.7766	6.2100
4fuc	239	6.2547	7.4000
4fsm	HK1	6.9043	7.6200
4fsw	HK6	5.6434	4.7600
4ft5	H2K	7.7553	7.5600
4fsn	A58	7.7214	7.7000
4fsz	HK8	6.0087	6.9700
4ft7	H3K	8.4319	8.8700
4ft0	HK9	6.0574	7.1100
4ft9	H4K	7.3704	7.6900
4fta	H5K	7.4215	7.3900
4ftc	H6K	8.0648	7.6300
4fsq	HK3	7.0720	8.8000
4fsr	HKC	7.1558	7.9400
4fst	HK4	7.0739	8.2800
4fw3	L52	7.8748	7.2300
4fw4	3P3	9.3414	8.0800
4fw5	L58	8.0701	7.4800
4fw6	L59	8.9493	7.7000
4fw7	L63	7.7669	7.1300
4fux	E75	7.7721	6.0000
4fuy	EK2	6.6536	6.0900
4fv0	EK3	7.4771	5.5900
4fv1	EK4	7.7535	7.0800
4fv2	EK5	8.5390	7.6800
4fv3	EK6	8.4573	7.7400
4ev4	MER	5.8880	7.4000
4fv5	EK9	8.0598	7.7000
4fv7	E94	8.3825	7.5700
4fv8	E63	8.8697	7.8200
4fv9	E71	7.8094	6.7200
4fx3	60K	5.8657	8.0700
4ek4	1CK	6.0273	4.4800
4ek5	03K	6.3661	6.0900
4fkg	4CK	5.6952	4.6700
4fki	09K	5.8378	4.2300
4ek6	10K	6.3973	6.0400
4fjk	DTP	5.0900	6.5500
4ek8	16K	7.0589	7.1100
3sw4	18K	6.2655	6.0200
3sw7	19K	7.2194	6.6400
4fko	20K	6.7330	6.1100
4fkp	LS5	6.3194	6.5400
4fkq	42K	6.4635	6.2800
4fkr	45K	6.6394	6.6400
4fks	46K	6.5182	6.2800
4fkt	48K	5.3735	5.9700
4fku	60K	5.8657	7.0100
4fkv	61K	6.1770	6.6000
4fkw	62K	6.2802	7.3300
