PDB_IDs	Ligand_Codes	Predictions	Labels
1a8i	GLS	4.520	5.52
1a99	PUT	2.474	5.70
1ax0	A2G	3.490	3.13
1b6l	PI4	7.566	8.30
1b6m	PI6	7.492	8.40
1duv	PSQ	4.040	11.80
1dy4	SNP	3.681	4.36
1e2k	TMC	4.516	4.94
1fcx	184	5.632	7.12
1g2k	NM1	8.496	7.96
1gj8	133	4.842	6.96
1gjd	136	5.707	5.22
1gpk	HUP	5.545	5.37
1gyy	FHC	3.388	3.64
1h22	E10	7.869	9.10
1h23	E12	8.001	8.35
1h46	RNP	3.971	3.57
1hnn	SKF	6.222	6.24
1iy7	CXA	6.299	6.19
1kzk	JE2	9.184	10.39
1lrh	NLA	4.839	6.82
1nc1	MTH	6.776	6.12
1nc3	FMC	7.297	5.00
1nli	ADE	4.458	3.59
1nw5	SAM	4.564	5.21
1ow4	2AN	6.187	5.68
1p1n	KAI	6.168	6.80
1p1o	QUS	4.977	5.76
1ps3	KIF	5.506	2.28
1pxp	CK8	6.251	6.66
1r5y	DQU	4.440	6.46
1s38	MAQ	4.334	5.15
1s39	AQO	3.973	7.70
1sr7	MOF	8.666	10.10
1sw1	PBE	5.614	7.30
1syh	CPW	5.650	6.41
1syi	CPW	5.650	5.48
1toj	HCI	2.379	3.39
1tok	MAE	2.223	2.47
1u1w	3HA	4.109	5.85
1ua4	AMP	3.944	4.22
1ui0	URA	3.912	7.06
1utm	PEA	2.487	3.01
1uwu	GOX	5.430	5.98
1uz1	IFL	5.873	6.89
1uz4	IFL	5.382	3.40
1v1j	FA3	3.444	4.82
1w2g	THM	3.294	4.57
1x8d	RNS	3.520	2.21
1xge	DOR	3.809	4.68
1y1m	AC5	4.860	1.82
1y1z	192	4.932	3.08
1y20	1AC	4.851	5.32
1yc1	4BC	7.023	6.17
1ydk	GTX	3.518	5.89
1z95	198	8.238	7.12
2aac	FCB	2.969	2.22
2afx	1BN	5.223	5.15
2ayr	L4G	8.297	9.29
2azr	982	3.862	3.64
2b07	598	6.260	6.43
2boh	IIA	8.293	8.52
2boj	ARW	5.747	5.77
2brb	PFQ	5.663	4.86
2bvd	ISX	4.440	6.00
2byr	MLK	6.842	8.55
2cji	GSK	7.768	8.22
2fai	459	6.216	6.24
2fdp	FRP	7.012	7.59
2ff1	IMH	5.935	8.21
2fpz	270	3.830	3.96
2fqt	H1D	6.204	6.14
2fqw	NOS	4.822	6.68
2fqx	GMP	4.784	7.15
2fqy	ADN	4.830	6.57
2fvd	LIA	6.577	8.52
2fw6	CIT	2.678	2.92
2fxu	BID	6.144	8.15
2h6b	3C4	5.042	5.39
2hb1	512	3.793	3.80
2hdq	C21	2.483	1.40
2hdr	4A3	3.279	1.72
2i0a	MUI	10.521	11.40
2i0d	MUT	10.209	12.10
2il2	LIX	8.462	7.10
2iwx	M1S	5.990	6.68
2j2u	GSQ	7.339	7.05
2j34	GS6	7.854	7.82
2j4i	GSJ	7.977	9.00
2j78	GOX	5.696	6.42
1bcj	NGA	2.838	3.70
1bky	1MC	2.955	3.84
1d4i	BEG	7.928	8.85
1d4j	MSC	7.271	8.36
1eby	BEB	7.363	9.70
1ebz	BEC	7.010	9.40
1ec0	BED	7.967	8.49
1ec1	BEE	7.075	8.92
1ec2	BEJ	7.017	10.00
1enu	APZ	5.281	5.08
1f74	NAY	4.610	3.05
1gi9	123	5.091	5.96
1gww	UDP	3.721	4.28
1gx0	UDP	3.721	4.28
1o5a	696	6.399	6.42
1o5r	FR9	7.551	8.12
1q4w	DQU	4.440	6.46
1qkt	EST	8.086	9.04
1qxl	FR8	7.688	7.96
1rdi	MFU	2.221	2.06
1rdn	NDG	2.859	1.84
1tr7	DEG	6.665	6.82
2a3c	PNX	3.387	4.37
2fv5	541	8.368	10.52
2h21	SAM	4.583	6.54
2hd6	BOS	7.471	7.80
1xl5	190	6.972	7.35
1y93	HAE	4.273	2.10
4ubp	HAE	4.038	5.59
1lhw	ESM	4.699	8.16
1s9t	QUS	5.324	6.60
1tt1	KAI	7.606	7.19
1uzv	FUC	5.932	5.18
2dm5	ODI	6.018	2.99
1xw6	GSH	4.161	5.62
2qrk	AMP	3.383	4.26
2nn1	M28	5.401	5.82
2pou	I7A	8.191	7.42
3cd0	6HI	7.793	7.57
3cda	8HI	7.864	7.58
