PDB_IDs	Ligand_Codes	Predictions	Labels
1gm8	SOX	4.2503	4.8000
1gpk	HUP	6.1190	5.3700
1hnn	SKF	7.0592	6.2400
1hp0	AD3	3.8269	6.7000
1hq2	PH2	4.0227	6.7700
1hvy	D16	7.2050	6.5400
1hwi	115	8.5071	7.5500
1hww	SWA	4.5455	7.7000
1ia1	TQ3	5.2665	7.4700
1j3j	CP6	5.5816	8.0100
1jd0	AZM	6.7617	8.2400
1jje	BYS	4.6903	8.4300
1ke5	LS1	5.8439	6.2500
1kzk	JE2	9.1665	10.4000
1l2s	STC	3.6987	4.5900
1l7f	BCZ	6.0569	9.1000
1lpz	CMB	7.5916	7.6000
1lrh	NLA	5.4747	3.8200
1m2z	DEX	7.7194	7.2200
1mmv	3AR	5.6570	7.2400
1n1m	A3M	4.9643	5.7000
1n2v	BDI	6.0031	4.0800
1n46	PFA	7.8533	10.5200
1nav	IH5	6.8302	7.6000
1of1	SCT	5.7354	4.8200
1of6	DTY	4.3934	6.0500
1opk	P16	7.9173	9.8200
1oq5	CEL	8.0510	7.6800
1owe	675	5.9593	6.2000
1oyt	FSN	6.3646	7.2400
1p2y	NCT	3.6902	5.0000
1p62	GEO	4.1544	4.6600
1pmn	984	7.2464	8.1500
1q1g	MTI	6.1295	8.5700
1q41	IXM	7.7842	7.6600
1q4g	BFL	5.5479	6.8900
1r1h	BIR	7.8562	8.9200
1r55	097	7.3185	6.8000
1r58	AO5	5.9060	6.9600
1r9o	FLP	5.6787	5.0200
1s19	MC9	7.4446	9.5100
1s3v	TQD	7.3916	7.4200
1sg0	STL	3.5333	7.4700
1sj0	E4D	8.3829	9.1000
1sq5	PAU	4.5443	4.3900
1sqn	NDR	8.3852	9.4000
1t40	ID5	6.8855	7.9600
1t46	STI	7.2420	6.4300
1t9b	1CS	5.1629	6.9000
1tow	CRZ	6.1138	6.2400
1tt1	KAI	7.1315	7.1900
1u1c	BAU	5.8533	5.3700
1uml	FR4	6.7557	7.5200
1unl	RRC	6.6637	6.7000
1uou	CMU	5.7398	7.7000
1v0p	PVB	7.6995	6.8900
1v48	HA1	6.7491	7.8000
1v4s	MRK	6.7735	6.4400
1vcj	IBA	3.2506	4.5900
1w1p	GIO	3.1859	2.3000
1w2g	THM	3.7856	4.5700
1xm6	5RM	6.6372	6.3800
1xoq	ROF	9.0833	9.1700
1xoz	CIA	8.1003	8.9200
1y6b	AAX	7.5140	7.4200
1ygc	905	7.1826	9.4600
1yqy	915	5.0975	7.6200
1ywr	LI9	8.2854	7.8900
1z95	198	7.6033	7.1200
2bm2	PM2	6.7102	7.8200
2br1	PFP	6.6003	5.1400
2bsm	BSM	7.7770	5.8200
