PDB_IDs	Ligand_Codes	Predictions	Labels
1a8i	GLS	3.2739	5.5200
1a99	PUT	4.4124	5.7000
1ax0	A2G	4.5662	3.1300
1b6l	PI4	7.1175	8.3000
1b6m	PI6	8.6355	8.4000
1duv	PSQ	4.8343	11.8000
1dy4	SNP	5.5728	4.3600
1e2k	TMC	5.0474	4.9400
1fcx	184	7.0386	7.1200
1g2k	NM1	7.8208	7.9600
1gj8	133	6.5345	6.9600
1gjd	136	6.5006	5.2200
1gpk	HUP	6.1190	5.3700
1gyy	FHC	4.7027	3.6400
1h22	E10	8.2020	9.1000
1h23	E12	8.4523	8.3500
1h46	RNP	6.5736	3.5700
1hnn	SKF	7.0592	6.2400
1iy7	CXA	5.9984	6.1900
1kzk	JE2	9.1665	10.3900
1lrh	NLA	5.4747	6.8200
1nc1	MTH	5.9725	6.1200
1nc3	FMC	6.4341	5.0000
1nli	ADE	4.4067	3.5900
1nw5	SAM	5.0937	5.2100
1ow4	2AN	5.6368	5.6800
1p1n	KAI	6.1917	6.8000
1p1o	QUS	5.1551	5.7600
1ps3	KIF	3.4216	2.2800
1pxp	CK8	5.9894	6.6600
1r5y	DQU	4.6912	6.4600
1s38	MAQ	4.6416	5.1500
1s39	AQO	4.8513	7.7000
1sr7	MOF	8.5406	10.1000
1sw1	PBE	6.8315	7.3000
1syh	CPW	4.3593	6.4100
1syi	CPW	4.3593	5.4800
1toj	HCI	3.3079	3.3900
1tok	MAE	3.7822	2.4700
1u1w	3HA	4.5415	5.8500
1ua4	AMP	4.8807	4.2200
1ui0	URA	3.7495	7.0600
1utm	PEA	2.9444	3.0100
1uwu	GOX	3.6596	5.9800
1uz1	IFL	5.5608	6.8900
1uz4	IFL	5.5774	3.4000
1v1j	FA3	3.9444	4.8200
1w2g	THM	3.7856	4.5700
1x8d	RNS	3.2536	2.2100
1xge	DOR	3.3473	4.6800
1y1m	AC5	6.2112	1.8200
1y1z	192	6.2647	3.0800
1y20	1AC	6.0794	5.3200
1yc1	4BC	6.0392	6.1700
1ydk	GTX	3.3175	5.8900
1z95	198	7.6033	7.1200
2aac	FCB	4.7802	2.2200
2afx	1BN	4.8682	5.1500
2ayr	L4G	8.3908	9.2900
2azr	982	4.3523	3.6400
2b07	598	6.2804	6.4300
2boh	IIA	7.9789	8.5200
2boj	ARW	5.7016	5.7700
2brb	PFQ	5.8868	4.8600
2bvd	ISX	5.3186	6.0000
2byr	MLK	8.2357	8.5500
2cji	GSK	7.1158	8.2200
2fai	459	6.2858	6.2400
2fdp	FRP	7.0729	7.5900
2ff1	IMH	7.0309	8.2100
2fpz	270	3.6354	3.9600
2fqt	H1D	6.0590	6.1400
2fqw	NOS	6.0081	6.6800
2fqx	GMP	6.0090	7.1500
2fqy	ADN	5.8540	6.5700
2fvd	LIA	7.1833	8.5200
2fw6	CIT	2.8985	2.9200
2fxu	BID	7.4779	8.1500
2h6b	3C4	5.4763	5.3900
2hb1	512	3.7995	3.8000
2hdq	C21	3.0207	1.4000
2hdr	4A3	3.4237	1.7200
2i0a	MUI	9.6171	11.4000
2i0d	MUT	9.9067	12.1000
2il2	LIX	8.4794	7.1000
2iwx	M1S	5.3148	6.6800
2j2u	GSQ	7.3190	7.0500
2j34	GS6	8.0103	7.8200
2j4i	GSJ	7.7578	9.0000
2j78	GOX	4.6122	6.4200
1bcj	NGA	3.5225	3.7000
1bky	1MC	3.3333	3.8400
1d4i	BEG	8.9536	8.8500
1d4j	MSC	7.9512	8.3600
1eby	BEB	8.0582	9.7000
1ebz	BEC	6.1658	9.4000
1ec0	BED	8.7682	8.4900
1ec1	BEE	8.7561	8.9200
1ec2	BEJ	7.8775	10.0000
1enu	APZ	4.0982	5.0800
1f74	NAY	4.0688	3.0500
1gi9	123	5.3487	5.9600
1gww	UDP	4.0219	4.2800
1gx0	UDP	4.0219	4.2800
1o5a	696	6.3311	6.4200
1o5r	FR9	6.9726	8.1200
1q4w	DQU	4.6912	6.4600
1qkt	EST	8.1140	9.0400
1qxl	FR8	6.7466	7.9600
1rdi	MFU	3.1526	2.0600
1rdn	NDG	3.3752	1.8400
1tr7	DEG	6.7800	6.8200
2a3c	PNX	3.7336	4.3700
2fv5	541	7.8995	10.5200
2h21	SAM	4.0667	6.5400
2hd6	BOS	7.7927	7.8000
1xl5	190	9.0146	7.3500
1y93	HAE	4.9838	2.1000
4ubp	HAE	5.1341	5.5900
1lhw	ESM	6.8878	8.1600
1s9t	QUS	6.1062	6.6000
1tt1	KAI	7.1315	7.1900
1uzv	FUC	5.7176	5.1800
2dm5	ODI	5.4530	2.9900
1xw6	GSH	4.0503	5.6200
2qrk	AMP	4.7371	4.2600
2nn1	M28	5.9195	5.8200
2pou	I7A	8.1955	7.4200
3cd0	6HI	8.2252	7.5700
3cda	8HI	7.6817	7.5800
