PDB_IDs	Ligand_Codes	Predictions	Labels
4ypw	4FD	3.1101	5.5000
4ypx	4FG	2.5113	4.6000
4ypy	4F9	3.3509	3.8000
4ypz	4FL	3.3929	3.5000
4yq0	4FM	4.0375	4.4000
4yq1	4FN	5.9756	8.3000
4yq2	EFY	5.8477	8.3000
4yq3	4G1	4.9635	6.8000
4yq4	4G3	2.8445	5.7000
4yq5	4G0	3.3674	5.4000
4yq6	4FX	3.3199	6.1000
4yq7	4G4	3.3582	5.2000
4yq8	4FV	4.0803	5.1000
4yq9	4GO	3.7214	6.7000
4yqa	4GN	3.7649	6.3000
4yqb	4GM	3.4274	5.9000
4yqc	EFW	4.0220	6.7000
4yqd	4GZ	5.9403	5.1000
4yqg	4GY	4.7006	5.7000
4yqi	4GX	3.1041	4.8000
4yqj	4GT	4.3067	6.2000
4yqk	4GS	4.7226	4.7000
4yql	4H4	6.5635	4.8000
4yqn	4H3	3.5574	5.8000
4yqo	4H1	4.0206	6.3000
4yqp	4H6	4.0068	5.7000
4yqq	4H7	4.0389	6.1000
4yqr	4HQ	2.9486	4.0000
4yqs	4H9	2.7279	5.6000
4yqt	4H8	4.3662	6.1000
4yjo	4DF	6.5175	7.9000
4yjp	4DL	6.5237	8.4600
4yjq	4DK	7.5998	7.9500
4yjr	4DJ	6.9239	7.6900
4yjs	4DN	6.5877	9.3900
4yjt	4DQ	6.6481	8.7900
4yju	4DO	6.8248	7.9400
4yjv	4DT	7.6633	8.5500
4ykr	4EP	6.5905	7.5300
4ykq	4EO	6.5566	7.6100
4ykt	4EQ	6.7933	8.2800
4ykw	4ES	7.3049	7.0200
4ykx	4ET	5.1641	5.5600
4ykz	4EV	3.7176	5.0600
4yky	4EU	4.3696	4.3000
4yku	4ER	5.1785	5.1200
